STOP_ID,STOP,LAT,LON
2019,JEFFERSON DAVIS HWY/FAIRFAX,37.506203,-77.447369
2020,JEFFERSON DAVIS HWY/HOPKINS,37.503942,-77.447048
2021,JEFFERSON DAVIS HWY/BRIDGE,37.50151,-77.446802
2022,JEFFERSON DAVIS HWY/MIMOSA,37.498387,-77.44646
2023,JEFFERSON DAVIS HWY/WEBBER,37.49601,-77.446125
2024,JEFFERSON DAVIS HWY/WARWICK,37.492719,-77.445874
2025,JEFFERSON DAVIS HWY/BELLMEADE,37.491477,-77.445673
2026,JEFFERSON DAVIS HWY/ATWELL,37.489275,-77.44549
2027,JEFFERSON DAVIS HWY/YORKTOWN,37.486815,-77.445299
2028,JEFFERSON DAVIS HWY/LUMPKIN,37.484888,-77.445028
2029,JEFFERSON DAVIS HWY/TERMINAL,37.48308,-77.444838
2030,JEFFERSON DAVIS HWY/LOCKHAVEN BOULEVARD,37.482103,-77.444807
2031,JEFFERSON DAVIS HWY/SUMMER HILL,37.481133,-77.444647
2032,RUFFIN/JEFFERSON DAVIS HWY,37.479382,-77.443868
2033,RUFFIN/LYNHAVEN,37.479497,-77.441032
2034,RUFFIN/RUFFIN APTS,37.479568,-77.439068
2035,RUFFIN/DAVEE,37.47952,-77.436525
2036,RUFFIN/FRANK,37.479653,-77.433363
2037,RUFFIN/COMMERCE,37.479695,-77.43128
2038,COMMERCE/GATE K,37.475862,-77.430141
2040,COMMERCE/BELLS,37.466173,-77.428157
2041,COMMERCE/WAMSLEY BOULEVARD,37.464218,-77.427927
2042,MAXXIM MEDICAL,37.451817,-77.42644
2045,COMMERCE/BELLS,37.466748,-77.427887
2047,RUFFIN/COMMERCE,37.479815,-77.4312
2048,RUFFIN/FRANK,37.479758,-77.433378
2049,RUFFIN/DAVEE,37.479695,-77.436017
2050,RUFFIN/RUFFIN APTS,37.479615,-77.439203
2051,RUFFIN/LYNHAVEN,37.47956,-77.440547
2053,JEFFERSON DAVIS/FOOD LION,37.445737,-77.441643
2054,JEFFERSON DAVIS/COGBILL,37.4511,-77.441238
2056,JEFFERSON DAVIS HWY/WALMSLEY BOULEVARD,37.46136,-77.44247
2057,JEFFERSON DAVIS HWY/CALVERTON,37.46299,-77.442613
2058,JEFFERSON DAVIS HWY/DALE,37.466228,-77.442845
2060,JEFFERSON DAVIS HWY/SISCO,37.468772,-77.443177
2061,JEFFERSON DAVIS HWY/COURTLAND,37.470345,-77.443337
2063,JEFFERSON DAVIS HWY/ALEXANDER,37.475188,-77.443805
2064,JEFFERSON DAVIS HWY/LAMBERT,37.476683,-77.443932
2065,JEFFERSON DAVIS HWY/RUFFIN,37.479127,-77.444187
2068,JEFFERSON DAVIS HWY/LAMBERT,37.476485,-77.444202
2069,JEFFERSON DAVIS HWY/ALEXANDER,37.475395,-77.444098
2070,JEFFERSON DAVIS HWY/BELLS,37.472328,-77.443782
2072,JEFFERSON DAVIS HWY/SISCO,37.469045,-77.443447
2073,JEFFERSON DAVIS HWY/BUFORD,37.467488,-77.443288
2074,JEFFERSON DAVIS HWY/LANCELOT,37.466467,-77.443202
2075,JEFFERSON DAVIS HWY/DALE,37.464942,-77.443067
2077,JEFFERSON DAVIS HWY/WALMSLEY BOULEVARD,37.46047,-77.442582
2078,JEFFERSON DAVIS HWY/FALLING CREEK,37.454565,-77.441962
2083,LYNHAVEN/BELLMEADE,37.492077,-77.441738
2084,LYNHAVEN/WARWICK,37.493273,-77.441867
2085,LYNHAVEN/WRIGHT,37.494623,-77.442017
2086,ROYALL/KROUSE,37.495335,-77.44061
2087,ROYAL/THAXTON,37.495495,-77.43813
2088,GUNN/ROYALL,37.495892,-77.436413
2089,MINEFEE/GUNN,37.498157,-77.438298
2090,CHAMBERS/MINEFEE,37.500147,-77.437217
2091,CHAMBERS/BOWEN,37.500803,-77.4386
2094,LONE/HARWOOD,37.504352,-77.435413
2095,LONE/BRUCE,37.50608,-77.43554
2099,18TH/HALIFAX,37.508528,-77.44026
2101,18TH/FAIRFAX,37.510073,-77.441827
2102,18TH ST/DINWIDDIE,37.51162,-77.443343
2103,DINWIDDIE/17TH,37.512462,-77.442177
2106,16TH/MAURY,37.515347,-77.444083
2107,MAURY/15TH,37.515982,-77.443208
2110,COMMERCE/MAURY,37.5199,-77.43775
2116,COMMERCE/HULL,37.522518,-77.440762
2117,COMMERCE/STOCKTON,37.521252,-77.439473
2118,MAURY/9TH,37.519202,-77.438273
2120,MAURY/12TH,37.517663,-77.440667
2121,MAURY/15TH,37.516085,-77.443202
2122,16TH/MAURY,37.515085,-77.444028
2124,16TH/DINWIDDIE,37.512858,-77.441778
2125,DINWIDDIE/17TH,37.512402,-77.442335
2126,18TH/DINWIDDIE,37.511353,-77.443288
2127,18TH/FAIRFAX,37.510162,-77.442073
2131,18TH/JOPLIN,37.507058,-77.438933
2133,LONE/BRUCE,37.505738,-77.43564
2136,HARWOOD/21ST,37.503807,-77.438973
2137,CHAMBERS/BOWEN,37.500922,-77.439053
2140,MINEFEE/MIMOSA,37.498237,-77.43833
2142,ROYALL/THAXTON,37.495565,-77.43825
2143,ROYALL/KROUSE,37.495438,-77.440483
2145,LYNHAVEN/WRIGHT,37.494457,-77.442088
2146,LYNHAVEN/WARWICK,37.493492,-77.441985
2147,LYNHAVEN/AFTON,37.492117,-77.44185
2150,COMMONWEALTH 20,37.41816,-77.62877
2162,AZALEA/CRENSHAW AVENUE (NEAR PINE CAMP),37.602115,-77.44762
2164,DEPARTMENT FOR THE BLIND AND VISION IMPAIRED/RE,37.60194,-77.436103
2165,Azalea/Sandpiper,37.602507,-77.433389
2166,Azalea Avenue at Meadowood Church,37.60264,-77.430491
2168,PONY FARM DRIVE/KIRKLAND DRIVE (CLUBHOUSE),37.60556,-77.427545
2171,PONY FARM DRIVE/NEAR QUEENS THORPE COURT,37.609427,-77.425288
2175,GRAMMARCY CIRCLE/KIRKSTONE LANE,37.612788,-77.443972
2177,CHAMBERLAYNE/WILMER,37.605325,-77.450258
2178,CHAMBERLAYNE/BROOK HILL AZALEA SHOPPING CENTER,37.603894,-77.450631
2179,WILKINSON ROAD/PONY FARM DRIVE,37.607464,-77.424961
2180,WILKINSON ROAD/KIRKLAND DRIVE,37.605862,-77.425112
2181,WILKINSON/AZALEA,37.603832,-77.424907
2182,AZALEA/PONY FARM DRIVE,37.602905,-77.427243
2183,Azalea at Henrico High School,37.602792,-77.430557
2184,AZALEA/WOODROW,37.602425,-77.443377
2185,AZALEA/CRENSHAW,37.602345,-77.447222
2187,Azalea/Seminary,37.601741,-77.452458
2188,BROOK RD/AZALEA,37.600247,-77.454232
2202,PATTERSON/TRIANGLE SHOPPING CTR,37.592477,-77.533689
2205,PONY FARM DR/PERCHERON CT,37.60772,-77.427739
2206,WESTWOOD AVE/W BROAD ST,37.57371,-77.483081
2210,SAUNDERS AVE/LABURNMUM AVE,37.582355,-77.47135
2211,W LABURNUM AVE/ROSEDALE AVE,37.583848,-77.469045
2212,W LABURNUM AVE/HERMITAGE RD,37.584068,-77.462024
2213,W LABURNUM AVE/CHATHAM RD,37.584162,-77.458842
2215,W LABURNUM AVE/BROOK RD,37.584334,-77.451507
2216,W LABURNUM AVE/CHAMBERLAYNE AVE,37.584468,-77.447525
2217,W LABURNUM AVE/NOBLE AVE,37.584587,-77.443415
2218,W LABURNUM AVE/MONTROSE,37.584644,-77.440589
2221,E LABURNUM AVE/MEADOWBRIDGE,37.585457,-77.422323
2222,E LABURNUM AVE/LARRY ST,37.580494,-77.405614
2223,E LABURNUM AVE/AUSTIN AVE,37.57945,-77.402281
2224,E LABURNUM AVE/RONNIE AVE,37.57788,-77.397286
2225,E LABURNUM AVE/HARRIS,37.576965,-77.394928
2226,E LABURNUM AVE/BOLLING,37.57548,-77.391042
2227,E LABURNUM AVE/REYNOLDS RD,37.574586,-77.388776
2228,E LABURNUM AVE/MONTCLAIR AVE,37.573828,-77.386872
2229,E LABURNUM AVE/HARVIE RD,37.571976,-77.382757
2230,E LABURNUM AVE/HUNTER MILL DR,37.569456,-77.380595
2231,E LABURNUM AVE/WATTS LN,37.566073,-77.378438
2232,E Laburnum/Creighton,37.561095,-77.375699
2233,E LABURNUM AVE/WILKES LN,37.557547,-77.373425
2236,WILLIAMSBURG RD/FINLAY,37.517738,-77.351721
2237,WILLIAMSBURG RD/ASPEN SHADES PKWAY,37.518085,-77.356997
2238,WILLIAMSBURG RD/CLAYTON,37.518461,-77.36217
2239,MILLERS LANE/BEDFORD,37.519948,-77.365858
2240,MILLERS LANE/MILLERS GLEN LANE,37.52246,-77.365382
2242,E LABURNUM AVE/VAWTER AVE,37.5836,-77.409635
2243,E LABURNUM AVE/SEVEN GABLES (SEC A),37.546058,-77.37112
2244,LABURNUM AVE./KINGSRIDGE,37.551492,-77.371258
2245,E LABURNUM AVE/WILKES LN,37.557757,-77.373233
2246,E Laburnum/Creighton,37.562445,-77.375617
2247,E LABURNUM AVE/WATTS LN,37.565665,-77.377875
2248,E LABURNUM AVE/HUNTER MILL DR,37.569503,-77.380315
2249,E LABURNUM AVE/HARVIE RD,37.571981,-77.382341
2250,E LABURNUM AVE/MONTCLAIR AVE,37.574713,-77.388496
2251,E LABURNUM AVE/BOLLING,37.575651,-77.390848
2252,E LABURNUM AVE/HARRIS,37.577013,-77.394413
2253,E LABURNUM AVE/ADAMS RD,37.57811,-77.397298
2254,E LABURNUM AVE/AUSTIN AVE,37.579556,-77.401732
2255,E LABURNUM AVE/GENACRE AVE,37.580444,-77.40473
2257,E LABURNUM AVE/VAWTER AVE,37.583438,-77.409107
2258,E LABURNUM AVE/CAROLINA AVE,37.585338,-77.415282
2260,E Laburnum/Meadowbridge,37.585994,-77.423808
2261,E LABURNUM AVE/WADDY AVE,37.585714,-77.425884
2262,E LABURNUM AVE/DELMONT AVE,37.585542,-77.42958
2263,W LABURNUM AVE/MONTROSE,37.584849,-77.440471
2264,W LABURNUM AVE/NOBLE AVE,37.584762,-77.443263
2265,W LABURNUM AVE/CHAMBERLAYNE AVE,37.584655,-77.446952
2268,W LABURNUM AVE/MACARTHUR ST,37.584365,-77.458405
2269,W LABURNUM AVE/HERMITAGE RD,37.584245,-77.463315
2270,SAUNDERS AVE/LABURNMUM AVE,37.582049,-77.471728
2271,SAUNDERS AVE/SEDDON WAY,37.580864,-77.471727
2272,W LABURNUM AVE/ROSEDALE AVE,37.584098,-77.46887
2274,WESTWOOD/TOMLYNN,37.575785,-77.479459
2275,WESTWOOD AVE/BROAD ST,37.57367,-77.483583
2299,E LABURNUM AVE/CAROLINA AVE,37.58514,-77.415155
2416,COMMERCE/GATE K,37.475148,-77.430382
2435,COOL LANE/23RD,37.552138,-77.405395
2472,8TH/MAIN,37.538913,-77.437161
2473,CARY/6TH,37.538994,-77.44
2475,WHITE OAK VILLAGE/SAMS CLUB,37.527792,-77.352157
2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
2477,LABURNUM/THORNHURST,37.537889,-77.365702
2478,CHOCTAW/FOREST HILL,37.533642,-77.559843
2480,CHOCTAW/FOREST HILL,37.533697,-77.559613
2482,BROOK/LABURNUM,37.584809,-77.45109
2483,CHAMBERLAYNE/WESTMINSTER,37.594633,-77.448947
2495,CLARKSON/WARWICK,37.490003,-77.481682
2499,PARHAM/HUNGARY SPRING,37.629764,-77.52042
2500,COMMERCE/DUPONT,37.453965,-77.426488
2502,CHIPPENHAM SQUARE,37.498832,-77.53372
2504,7TH/GRACE,37.540937,-77.436398
2521,BROOK HILL RD/CRENSHAW RD,37.607357,-77.444187
2522,CRENSHAW RD/BROOK HILL RD,37.60688,-77.443837
2523,WALMSLEY/ANGUS,37.46465,-77.460335
2524,WALMSLEY/ANGUS,37.464658,-77.46024
2529,CARY/GRANBY,37.547494,-77.464959
2530,LABURNUM/SHERATON HOTEL,37.525036,-77.354123
2539,LABURNUM/JAN,37.527482,-77.356192
2551,OVERBROOK/LANGSTON,37.565318,-77.45145
2565,SOUTHWOOD PKWY/HULL,37.495733,-77.483232
2570,21ST/BROAD,37.534535,-77.42168
2572,25TH/PHAUP,37.550465,-77.40302
2575,HULL/9TH,37.522605,-77.441373
2578,JEFFERSON DAVIS HWY/1500,37.499882,-77.446683
2579,BROAD ROCK/FERGUSON,37.478638,-77.480473
2581,SEMMES/14TH,37.52406,-77.45044
2584,25TH/LEIGH,37.534128,-77.416513
2585,MEADOW/GRAYLAND,37.546492,-77.46725
2587,COWARDIN/SEMMES,37.522673,-77.451555
2588,PETERSBURG TRANSIT CENTER,37.226432,-77.405197
2589,Leigh/8th,37.54412,-77.432296
2592,LABURNUM/BEST BUY STATION,37.527617,-77.356687
2596,WILLOW LAWN/MARKEL,37.583688,-77.497703
2609,JAHNKE/FOREST HILL,37.522621,-77.491891
2611,WILLIAMSBURG/SSA,37.521422,-77.307477
2616,TRANSFER PLAZA BAY G,37.542757,-77.432003
2617,TRANSFER PLAZA BAY F,37.542653,-77.432123
2619,7TH/CLAY,37.543415,-77.434088
2626,TRANSFER PLAZA BAY D,37.54228,-77.432503
2628,TRANSFER PLAZA BAY I,37.542995,-77.431837
2632,TRANSFER PLAZA BAY H,37.542873,-77.431757
2635,Transfer Plaza Bay J,37.543394,-77.431354
2641,TRANSFER PLAZA BAY A,37.541776,-77.43279
2642,TRANSFER PLAZA BAY B,37.541913,-77.432685
2643,TRANSFER PLAZA BAY C,37.542079,-77.432548
2644,TRANSFER PLAZA BAY E,37.542387,-77.432306
2665,OLIVER HILL/HOSPITAL,37.549767,-77.423977
2667,FORD/SUSSEX,37.549965,-77.417667
2676,MIDLOTHIAN PIKE/GOODWILL,37.50387,-77.510593
2678,KING/#39;S DOMINION EMPLOYEE ENTRANCE,37.84196,-77.445983
2680,BROOK/WESTBROOK,37.597455,-77.453722
2682,BROOK/WESTMINSTER,37.59412,-77.453103
2684,5TH/GRACE,37.541945,-77.438505
2685,SPRING ROCK GREEN,37.502388,-77.528125
2694,2ND/LEIGH,37.547298,-77.437493
2695,NINE MILE/ORAMS LA,37.550131,-77.353856
2699,BROAD ROCK/SOUTHALL,37.470041,-77.481718
2700,FAIRFIELD WAY/ENTRANCE TO CITY JAIL,37.548092,-77.422791
2703,E LABURNUM AVE/DELMONT AVE,37.585432,-77.427204
2706,CENTURA COLLEGE PARKING LOT,37.498159,-77.542988
2708,WILLIAMSBURG/SSA,37.521808,-77.30867
2716,25TH/CEDAR,37.535797,-77.414726
2717,NINE MILE/ECHO,37.542488,-77.385945
2718,WILLIAMSBURG/AIRPORT,37.520647,-77.329372
2724,CHAMBERLAYNE/PRICE,37.549776,-77.44042
2729,E Laburnum/Kingsridge,37.551455,-77.371556
2731,AZALEA/ELIZABETH,37.602305,-77.442215
2732,BELT BOULEVARD/LORDLEY LN,37.50525,-77.479138
2734,CHAMBERLAYNE/CALHOUN,37.55329,-77.441142
2735,CHAMBERLAYNE/CHARITY,37.552478,-77.440994
2737,BROOK/WALMART NHOOD MKT,37.603674,-77.454592
2746,ELLWOOD/NANSEMOND,37.55676,-77.486975
2749,RICHMOND WAY AT UR STUDENT COMMONS,37.576327,-77.538902
2751,RICHMOND WAY/BRUNET HALL,37.579875,-77.536978
2752,1ST/FEDERAL,37.551903,-77.434562
2753,NORTH/NORWOOD,37.567043,-77.433037
2754,LABURNUM/ALMA,37.58496,-77.436657
2755,MOSS SIDE/AKRON,37.589478,-77.439705
2757,MOSS SIDE/LINCOLN,37.590888,-77.438997
2758,NORTH/LADIES MILE,37.577781,-77.43285
2787,WALMSLEY/OLD HOPKINS,37.468068,-77.467155
2790,JEFFERSON DAVIS HWY/SUMMER HILL,37.480912,-77.444345
2791,JEFFERSON DAVIS HWY/BELLMEADE,37.491003,-77.445395
2792,JEFFERSON DAVIS HWY/TERMINAL,37.482402,-77.44452
2793,JEFFERSON DAVIS HWY/MAURY,37.51262,-77.4478
2796,JEFFERSON DAVIS HWY/4631 FALLING CREEK,37.454585,-77.44166
2797,JEFFERSON DAVIS HWY/BELLS,37.473882,-77.443678
2802,JEFFERSON DAVIS HWY/RUFFIN,37.478745,-77.444377
2803,JEFFERSON DAVIS HWY/COLES,37.47106,-77.44363
2804,JEFFERSON DAVIS HWY/CALVERTON,37.462891,-77.442869
2805,JEFFERSON DAVIS HWY/GOOLSBY,37.452142,-77.441738
2806,JEFFERSON DAVIS HWY/COGBILL,37.44936,-77.44131
2807,HARWOOD/BOWEN,37.503792,-77.438647
2808,AZALEA/SANPIPER,37.602643,-77.433155
2809,CHAMBERLAYNE/ACROSS FROM BROOKHILL AZALA,37.604301,-77.450207
2813,MECHANICSVILLE PIKE/LITTLEPAGE,37.5438,-77.417341
2819,SOUTHWOOD/TIFTON,37.494929,-77.482412
2821,SOUTHWOOD/TREEHAVEN,37.494038,-77.481764
2823,MEADOWBRIDGE/2ND,37.570502,-77.418369
2828,HULL/SILVERWOOD,37.485913,-77.49783
2829,HULL/PINEBROOK APTS,37.490098,-77.492378
2840,HULL/WARWICK,37.491643,-77.49017
2841,HULL/PINEBROOK APTS,37.49015,-77.492482
2842,HULL/ROBERSON,37.484253,-77.50093
2854,WARWICK/HULL,37.491938,-77.487642
2860,MIDLOTHIAN PIKE/29TH,37.512645,-77.46113
2861,MIDLOTHIAN PIKE/WEST BLAKE LANE,37.51185,-77.465875
2862,MIDLOTHIAN PIKE/DUNDEE,37.511314,-77.46912
2863,MIDLOTHIAN PIKE/COVINGTON,37.508003,-77.49222
2864,WARWICK VILLAGE/BIGGS,37.500037,-77.500262
2865,WARWICK VILLAGE/WARWICK ROAD,37.497431,-77.500412
2866,GERMAN SCHOOL/SHALLOW PARKWAY,37.499153,-77.506048
2867,GERMAN SCHOOL/201,37.502678,-77.504062
2868,MIDLOTHIAN PIKE/WARWICK,37.503422,-77.51475
2878,WAMSLEY BOULEVARD/HOPKINS,37.469722,-77.47031
2879,BROAD ROCK/3309,37.47255,-77.482365
2880,BROAD ROCK/JERVIE,37.476198,-77.481197
2881,BROAD ROCK/WARWICK,37.481983,-77.479107
2882,BROAD ROCK/S KINSLEY,37.49071,-77.471835
2883,PLAZA/BELT BOULEVARD,37.503387,-77.47588
2884,HULL/33RD,37.50623,-77.467008
2885,HULL/E BLAKE,37.507974,-77.46428
2886,HULL/28TH,37.512043,-77.457975
2887,HULL/25TH,37.514107,-77.454748
2888,HULL/21ST,37.516292,-77.451307
2896,BROAD ROCK/SNEAD,37.474772,-77.481952
2897,FOREST HILL/LAKE VILLAGE,37.538882,-77.567545
2898,FOREST HILL/LANGDON,37.528205,-77.500933
2899,FOREST HILL/HUGUENOT SCHOOL,37.531788,-77.545742
2900,FOREST HILL/THOMPSON SCHOOL,37.533704,-77.540154
2901,FOREST HILL/DORCHESTER,37.524307,-77.494485
2902,FOREST HILL/PRINCE ARTHUR,37.522757,-77.491338
2903,FOREST HILL/DORCHESTER,37.524628,-77.494835
2904,FOREST HILL/LANGDON,37.52832,-77.500875
2905,Forest Hill/Melbourne,37.537818,-77.51853
2906,Forest Hill/Joe Brooks,37.53777,-77.526444
2907,FOREST HILL/KENMORE,37.535029,-77.537963
2908,FOREST HILL/LANSDALE,37.53197,-77.546237
2909,FOREST HILL/MCRAE,37.535107,-77.563015
2910,MIDLOTHIAN/ARCADIA,37.502508,-77.519892
2911,CARNATION/NEWPORT MANOR,37.507592,-77.519022
2912,JAHNKE/MARLOWE,37.516271,-77.522127
2913,JAHNKE/NEWELL,37.520305,-77.510197
2914,JAHNKE/BYSWICK LANE,37.518942,-77.49795
2915,JAHNKE/BOROUGHBRIDGE,37.519474,-77.495842
2916,BRUCE/18TH ST,37.506176,-77.437294
2917,18TH/JOPLIN,37.506968,-77.438699
2918,16TH/DINWIDDIE,37.513185,-77.441873
2919,MAURY/12TH,37.517925,-77.440237
2920,COMMERCE/DECATUR,37.522002,-77.439808
2922,18TH/HALIFAX,37.5086,-77.440452
2923,LONE/HARWOOD,37.503998,-77.435778
2924,CHAMBERS/MINEFEE,37.500057,-77.43709
2925,ROYALL/GUNN,37.495598,-77.43705
2929,BELT BOULEVARD/BERKELEY,37.505961,-77.481283
2930,HOLLY SPRING/CAULDER,37.503378,-77.461138
2931,HOLLY SPRING/HOPKINS,37.500333,-77.458015
2932,HOPKINS/MCGUIRE,37.49669,-77.46078
2933,HOPKINS/VETERANS,37.494982,-77.462258
2934,HOPKINS/COFER,37.49204,-77.463587
2935,HOPKINS/SHAW,37.488461,-77.465156
2942,CRUTCHFIELD AT GEORGE WYTH HIGH SCHOOL TRACK,37.51157,-77.478973
2954,MIDLOTHIAN PIKE/OVERLAND TRANPORTATION,37.505006,-77.506132
2957,LABURNUM/AUDUBON (FS),37.524447,-77.353063
2958,MCGUIRE HOSPITAL SHELTER,37.497752,-77.469618
2959,MCGUIRE HOSPITAL EXIT/BROAD ROCK,37.494043,-77.469935
2960,LABURNUM/LABURNUM SQUARE,37.52033,-77.351425
2963,CARNATION/MIDLOTHIAN PIKE,37.50328,-77.51737
2964,KROGER STONEBRIDGE,37.49842,-77.52682
2965,8TH/GRACE,37.540293,-77.435842
2967,MIDLOTHIAN PIKE/WARWICK,37.50326,-77.51435
2968,GAY AVE/DODDS CREEK,37.526805,-77.361212
2969,HULL/12TH,37.521063,-77.444045
2971,OLDFIELD/WESTGATE,37.53991,-77.5768
2972,PLAZA/SOUTHSIDE COMMUNITY SERVICE CENTER,37.50223,-77.47545
2974,WESTOVER HILLS BOULEVARD/BASSETT,37.51505,-77.48877
2975,SEMMES/26TH,37.51959,-77.46003
2976,WESTWOOD AVE/TOMLYNN ST,37.575072,-77.480923
2980,GATEWAY ROAD/CAMPUS DRIVE,37.579334,-77.53449
2981,BROOKLAND PARK BOULEVARD/HANES,37.571542,-77.435242
2982,JENNIESHER/ACCOMAC,37.522015,-77.399865
2983,HULL/DERWENT,37.482355,-77.504327
3012,ROCKETTS LANDING BRT STATION,37.517703,-77.414765
3012,ROCKETTS LANDING STATION,37.517703,-77.414765
3013,EAST RIVERFRONT WESTBOUND STATION,37.521763,-77.416347
3013,WB EAST RIVERFRONT BRT STATION,37.521763,-77.416347
3014,SHOCKOE BOTTOM WESTBOUND STATION,37.529548,-77.421998
3014,WB SHOCKOE BOTTOM BRT STATION,37.529548,-77.421998
3017,GOVERNMENT CENTER WESTBOUND STATION,37.540598,-77.433323
3017,WB GOVERNMENT CENTER BRT STATION,37.540598,-77.433323
3021,ALLISON ST WESTBOUND STATION,37.558318,-77.463117
3021,WB ALLISON ST BRT STATION,37.558318,-77.463117
3022,SCIENCE MUSEUM WESTBOUND STATION,37.560948,-77.467503
3022,WB SCIENCE MUSEUM BRT STATION,37.560948,-77.467503
3023,SCOTTS ADDITION WESTBOUND STATION,37.56462,-77.473083
3023,WB SCOTT/#39;S ADDITION BRT STATION,37.56462,-77.473083
3025,WILLOW LAWN BRT STATION,37.58458,-77.49725
3025,WILLOW LAWN STATION,37.58458,-77.49725
3027,SCOTTS ADDITION EASTBOUND  STATION,37.565318,-77.473893
3027,EB SCOTT'S ADDITION BRT STATION,37.565318,-77.473893
3028,SCIENCE MUSEUM EASTBOUND STATION,37.56133,-77.468172
3028,EB SCIENCE MUSEUM BRT STATION,37.56133,-77.468172
3029,ALLISON ST EASTBOUND STATION,37.557555,-77.46183
3029,EB ALLISON ST BRT STATION,37.557555,-77.46183
3030,VCU VUU EASTBOUND STATION,37.550703,-77.450322
3030,EB VCU/VUU BRT STATION,37.550703,-77.450322
3031,ARTS DISTRICT EASTBOUND STATION,37.54584,-77.442247
3031,EB ARTS DISTRICT BRT STATION,37.54584,-77.442247
3035,MAIN STREET STATION EASTBOUND STATION,37.533717,-77.429007
3035,EB MAIN STREET STATION BRT STATION,37.533717,-77.429007
3036,SHOCKOE BOTTOM EASTBOUND STATION,37.529433,-77.42195
3036,EB SHOCKOE BOTTOM BRT STATION,37.529433,-77.42195
3037,EAST RIVERFRONT EASTBOUND STATION,37.52166,-77.416387
3037,EB EAST RIVERFRONT BRT STATION,37.52166,-77.416387
3040,STAPLES  MILL EASTBOUND STATION,37.57956,-77.49111
3040,EB STAPLES MILL BRT STATION,37.57956,-77.49111
3042,MOSBY/FAIRMOUNT,37.543917,-77.417102
3044,MECHANICSVILLE PIKE/BRAUERS LANE,37.546755,-77.415752
3045,MECHANICSVILLE PIKE/FAIRFIELD,37.548648,-77.414533
3046,SAUNDERS AVE/SEDDON WAY,37.580943,-77.471493
3047,E LABURNUM/STEEPLE,37.545064,-77.370805
3048,FOREST/HENRICO DOCTORS HOSPITAL,37.605302,-77.539927
3049,NINE MILE/CEDAR FORK,37.546162,-77.364546
3055,BROAD/12TH,37.539599,-77.431641
3056,MAIN/15TH,37.534847,-77.430643
3057,BROAD/9TH,37.541063,-77.434492
3058,MAIN/15TH,37.534638,-77.430588
3071,BELT BOULEVARD/185 BELT BOULEVARD,37.506097,-77.481197
3072,BELT BOULEVARD/141 BELT BOULEVARD,37.506743,-77.483029
3073,WESTOVER HILLS BOULEVARD/CRUTCHFIELD,37.511135,-77.487492
3074,HULL/21ST,37.51624,-77.451647
3075,HULL/28TH,37.512057,-77.458227
3076,HULL/SWANSBORO LANE,37.509125,-77.462786
3077,HULL/BLAKE LANE,37.507942,-77.464856
3078,HULL/33RD,37.506793,-77.466433
3079,HULL/37TH,37.504952,-77.469287
3080,MIDLOTHIAN PIKE/ERICH,37.506295,-77.498988
3081,BROAD/WILLOW LAWN,37.584853,-77.49764
3082,BROAD/SHAFER,37.550628,-77.45048
3084,Broad/Adams,37.546367,-77.443014
3085,CONVENTION CENTER EASTBOUND STATION,37.543058,-77.43775
3085,EB CONVENTION CENTER BRT STATION,37.543058,-77.43775
3086,GOVERNMENT CENTER EASTBOUND STATION,37.540856,-77.434078
3086,EB GOVERNMENT CENTER BRT STATION,37.540856,-77.434078
3087,VCU MEDICAL CENTER EASTBOUND STATION,37.53901,-77.430938
3087,EB VCU MEDICAL CENTER BRT STATION,37.53901,-77.430938
3088,MAIN STREET STATION WESTBOUND STATION,37.53454,-77.43019
3088,WB MAIN STREET STATION BRT STATION,37.53454,-77.43019
3089,VCU MEDICAL CENTER WESTBOUND STATION,37.53955,-77.43155
3089,WB VCU MEDICAL CENTER BRT STATION,37.53955,-77.43155
3090,CONVENTION CENTER WESTBOUND STATION,37.54428,-77.439498
3090,WB CONVENTION CENTER BRT STATION,37.54428,-77.439498
3091,ARTS DISTRICT WESTBOUND STATION,37.546535,-77.443408
3091,WB ARTS DISTRICT BRT STATION,37.546535,-77.443408
3092,VCU VUU WESTBOUND STATION,37.551213,-77.451228
3092,WB VCU/VUU BRT STATION,37.551213,-77.451228
3093,STAPLES MILL WESTBOUND STATION,37.580578,-77.49203
3093,WB STAPLES MILL BRT STATION,37.580578,-77.49203
3101,HULL/15TH,37.518375,-77.448286
3104,14TH/FRANKLIN,37.5364,-77.43127
3105,BROAD/11TH,37.539237,-77.43153
3108,BROAD/ADAMS,37.545928,-77.442727
3109,2ND/MARSHALL,37.545703,-77.438983
3110,BROAD/BOULEVARD,37.56292,-77.47063
3112,SHEPPARD/BROAD,37.562713,-77.472283
3183,Hermitage/Westbrook,37.595362,-77.466423
3212,Nine Mile/Kenway,37.545469,-77.366715
3217,Overbrook/Brook,37.565392,-77.448994
3221,"Commerce Road at Gate ""K""",37.473641,-77.429402
3236,Westover Hills/Reedy,37.516941,-77.488183
3241,Westwood/Loumour,37.57676,-77.476309
3244,BROAD/7TH,37.541538,-77.434838
3248,E. Belt Blvd./Chalfont,37.490481,-77.468741
3276,Corbin/Maggie Walker,37.591341,-77.440477
3337,Huguenot/Scarborough,37.53245,-77.581476
3338,Huguenot/Westgate,37.533348,-77.574119
3339,Chamberlayne/Bellevue,37.59127,-77.44831
3340,Chamberlayne/Westbrook,37.596929,-77.44928
