STOP_ID,STOP,LAT,LON
1197,MEADOWBRIDGE/POLLOCK,37.576533,-77.421473
1199,MEADOWBRIDGE/GLADSTONE,37.574657,-77.421005
1200,MEADOWBRIDGE/NORTHSIDE,37.573783,-77.420727
1201,MEADOWBRIDGE/ARNOLD,37.57215,-77.419682
1203,MEADOWBRIDGE/HIGHLANDVIEW,37.571113,-77.418985
1205,BROOKLAND PARK BOULEVARD/4TH,37.56884,-77.41653
1207,4TH/VICTOR,37.566455,-77.418017
1208,4TH/MAGNOLIA,37.56475,-77.419312
1209,4TH/SPRUCE,37.563112,-77.420667
1210,4TH/JUNIPER,37.562228,-77.421298
1211,4TH/CYPRESS,37.560527,-77.422585
1212,4TH/CHESTNUT,37.558922,-77.423906
1214,4TH/ROWEN,37.556072,-77.426058
1215,5TH/HOSPITAL,37.551673,-77.42927
1216,5TH/NORTH OF I 64 UNDERPASS,37.54979,-77.431169
1218,LEIGH/1ST,37.548303,-77.438703
1219,CHAMBERLAYNE/PRICE,37.54958,-77.440192
1220,CHAMBERLAYNE/DUVAL,37.550852,-77.440563
1222,CHAMBERLAYNE/BACON,37.556272,-77.442025
1224,CHAMBERLAYNE/FELLS,37.55883,-77.442422
1226,CHAMBERLAYNE/TAZEWELL,37.56129,-77.44255
1227,CHAMBERLAYNE/SLEDD,37.562676,-77.443196
1229,CHAMBERLAYNE/OVERBROOK,37.565487,-77.443963
1230,CHAMBERLAYNE/APPROX 50 FEET SOUTH OF EDGEHILL,37.567933,-77.444377
1231,CHAMBERLAYNE/HAMMOND,37.56932,-77.444615
1232,CHAMBERLAYNE/BROOKLAND PARK BOULEVARD,37.571844,-77.444979
1233,CHAMBERLAYNE/LADIES MILE,37.574027,-77.445394
1234,CHAMBERLAYNE/RENNIE,37.575219,-77.445595
1235,CHAMBERLAYNE/WESTWOOD,37.578587,-77.446197
1236,CHAMBERLAYNE/MELROSE,37.579815,-77.44636
1237,CHAMBERLAYNE/WALTON,37.581842,-77.446753
1238,CHAMBERLAYNE/LABURNUM,37.584899,-77.447243
1239,CHAMBERLAYNE/ORDWAY,37.58713,-77.447667
1242,BROOK/CLAREMONT,37.588303,-77.451817
1244,BROOK/BELLEVUE,37.591316,-77.452324
1246,BROOK/WESTMINSTER,37.594163,-77.452849
1248,BROOK/WESTBROOK,37.597092,-77.453373
1250,BROOK/AZALEA,37.600762,-77.454024
1252,AZALEA/WEST SEMINARY,37.601395,-77.45327
1253,CHAMBERLAYNE/AZALEA,37.601273,-77.45029
1254,CHAMBERLAYNE/WATKINS,37.599441,-77.449964
1255,CHAMBERLAYNE/WESTBROOK,37.59706,-77.449567
1256,CHAMBERLAYNE/WESTMINSTER,37.594155,-77.449067
1257,CHAMBERLAYNE/BELLEVUE,37.591212,-77.448582
1258,CHAMBERLAYNE/CLAREMONT,37.587945,-77.447985
1259,CHAMBERLAYNE/ORDWAY,37.586768,-77.447787
1260,CHAMBERLAYNE/LABURNUM,37.584213,-77.447374
1261,CHAMBERLAYNE/WALTON,37.58125,-77.446865
1262,CHAMBERLAYNE/MELROSE,37.57941,-77.446547
1263,CHAMBERLAYNE/WESTWOOD,37.577828,-77.446268
1264,CHAMBERLAYNE/RENNIE,37.575027,-77.445777
1265,CHAMBERLAYNE/LADIES MILE,37.573378,-77.445513
1266,CHAMBERLAYNE/BROOKLAND PARK BOULEVARD,37.571808,-77.445252
1267,CHAMBERLAYNE/HAMMOND,37.569317,-77.444865
1268,CHAMBERLAYNE/EDGEHILL,37.567835,-77.444583
1269,CHAMBERLAYNE/OVERBROOK,37.565478,-77.444187
1271,CHAMBERLAYNE/SLEDD,37.562794,-77.443596
1272,CHAMBERLAYNE/TAZEWELL,37.560932,-77.4427
1273,CHAMBERLAYNE/SCHOOL,37.55909,-77.442663
1274,CHAMBERLAYNE/FRITZ,37.557332,-77.442597
1275,CHAMBERLAYNE/MITCHELL,37.555632,-77.442105
1276,BROOK/OVERPASS,37.55353,-77.442335
1277,CHAMBERLAYNE/BAKER,37.552123,-77.441063
1280,LEIGH/1ST,37.548012,-77.438542
1282,GOVERNMENT/1334,37.522085,-77.40151
1284,PARKER/WILLIAMSBURG,37.514703,-77.395278
1285,DARBYTOWN/HENRICO ARMS,37.512168,-77.393148
1286,DARBYTOWN/SHIRELYDALE,37.510682,-77.390725
1287,DARBYTOWN/LOUSIA,37.506478,-77.384255
1289,LABURNUM/SEVEN HILLS,37.493555,-77.352387
1290,CHARLES CITY/LABURNUM,37.504932,-77.351258
1291,CHARLES CITY/2463,37.507128,-77.356098
1292,GLEN ALDEN/SARELLEN,37.510292,-77.35683
1293,SARELLEN/ACROSS FROM 4305,37.511456,-77.358988
1294,KLOCHNER/ACROSS FROM PCI OF VA INC,37.513917,-77.361978
1295,EUBANK/ENTRANCE TO CAROLINA,37.514695,-77.360453
1297,EUBANK/GLEN ALDEN,37.513058,-77.356649
1298,EUBANK/LABURNUM,37.511512,-77.351258
1299,EUBANK/RALEIGH,37.511623,-77.346483
1300,Eubank/Lewis,37.511608,-77.341591
1303,RIC AIRPORT,37.507498,-77.333703
1306,EUBANK/LEWIS,37.51173,-77.341977
1307,EUBANK/RALEIGH,37.511647,-77.347142
1308,EUBANK/LABURNUM,37.511612,-77.351473
1310,EUBANK/4312,37.513078,-77.356273
1311,EUBANK/KLOCKNER,37.514575,-77.359865
1312,KLOCHNER/PCI OF VA INC,37.513857,-77.362233
1313,SARELLEN/GLEN ALDEN,37.511225,-77.358828
1314,GLEN ALDEN/SARELLEN,37.510197,-77.357028
1315,CHARLES CITY/2464,37.506982,-77.356161
1316,CHARLES CITY/LABURNUM,37.504443,-77.35075
1317,LABURNUM/SEVEN HILLS,37.492757,-77.353253
1319,DARBYTOWN/BUCKNER,37.506422,-77.383967
1320,DARBYTOWN/SHIRELYDALE,37.510566,-77.390289
1321,Darbytown/Geffert,37.512199,-77.392839
1323,PARKER/WILLIAMSBURG,37.514377,-77.395183
1324,PARKER/WILLIAMSBURG,37.515005,-77.395223
1325,GOVERNMENT/1334,37.522109,-77.401405
1330,WILLIAMSBURG/MAIN,37.525288,-77.417945
1331,WILLIAMSBURG/31ST,37.522937,-77.413339
1332,WILLIAMSBURG/NICHOLSON,37.519237,-77.410691
1333,ADMIRAL GRAVELY/WILLIAMSBURG,37.519027,-77.410068
1334,ADMIRAL GRAVELY/CARLISLE,37.518775,-77.406253
1337,ADMIRAL GRAVELY/GOVERNMENT,37.520747,-77.401215
1340,WILLIAMSBURG/GODDIN,37.516237,-77.409617
1341,WILLIAMSBURG/HATCHER,37.514465,-77.407781
1342,WILLIAMSBURG/MONTEBELLO CIRCLE,37.514627,-77.404451
1344,WILLIAMSBURG/ARCADIA,37.514568,-77.401843
1345,WILLIAMSBURG/WAVERLY,37.514538,-77.399956
1346,WILLIAMSBURG/SALEM,37.514485,-77.396746
1350,VINTON/HENRICO ARMS,37.509415,-77.392847
1351,HENRICO ARMS PLACE,37.51051,-77.392258
1360,WILLIAMSBURG/SALEM,37.514587,-77.396422
1362,WILLIAMSBURG/WAVERLY,37.514683,-77.400175
1363,WILLIAMSBURG/TOMPKINS,37.514727,-77.40248
1364,WILLIAMSBURG/NORTHHAMPTON,37.514782,-77.404847
1365,WILLIAMSBURG/HATCHER,37.514703,-77.40755
1366,WILLIAMSBURG/GODDIN,37.516595,-77.409537
1369,WILLIAMSBURG/NICHOLSON,37.520187,-77.41049
1370,WILLIAMSBURG/31ST,37.523105,-77.413084
1371,WILLIAMSBURG/MAIN,37.525421,-77.417849
1372,MAIN/26TH,37.528492,-77.420202
1379,ADMIRAL GRAVELY/GOVERNMENT,37.5206,-77.401803
1382,ADMIRAL GRAVELY BOULEVARD/GILLIAM,37.51884,-77.40596
1383,ADMIRAL GRAVELY BOULEVARD/WILLIAMSBURG,37.519162,-77.410235
1384,STONEY RUN/GOVERNMENT,37.523437,-77.402297
1386,STONEY RUN/ACROSS FROM 1506,37.524137,-77.39833
1388,JENNIE SCHER/CENTRAL,37.523894,-77.396523
1391,ACCOMAC/LURAY,37.521461,-77.397422
1393,LURAY/NEWMAN,37.520632,-77.394993
1404,BROAD ROCK/HORNER LANE,37.493905,-77.47023
1406,BELT BOULEVARD/MERRY OAKS,37.499658,-77.471048
1409,BELT BOULEVARD/STOCKTON,37.500485,-77.472097
1410,BROAD ROCK/BELT BOULEVARD,37.498205,-77.470627
1412,BROAD ROCK/HORNER LANE,37.493738,-77.470563
1413,Broad Rock/Kinsley,37.490842,-77.472058
1415,BROAD ROCK/CRANFORD,37.487782,-77.47476
1416,BROAD ROCK/TERMINAL,37.485583,-77.476827
1423,BANTON/DUPONT,37.464345,-77.454597
1425,FLUVANNA/WALMSLEY BOULEVARD,37.463753,-77.457665
1426,WALMSLEY BOULEVARD/SHACKLEFORD,37.465315,-77.462212
1427,WALMSLEY BOULEVARD/VIAL,37.466613,-77.464802
1428,WALMSLEY BOULEVARD/SUSAN,37.468398,-77.467503
1430,WALMSLEY BOULEVARD/OLIVE,37.470873,-77.4748
1431,WALMSLEY BOULEVARD/WOODMERE,37.470762,-77.477883
1433,WALMSLEY BOULEVARD/SOUTHALL,37.470118,-77.481833
1435,BROAD ROCK/EPPERSON,37.473655,-77.481983
1442,BROAD ROCK/TERMINAL,37.485385,-77.47658
1444,BROAD ROCK/CRANFORD,37.487793,-77.474275
1448,BELT BOULEVARD/WACHOVIA BANK,37.504205,-77.475785
1450,BELT AT GRTC ADMINISTRATION BUILDING,37.505437,-77.479305
1454,WESTOVER HILLS BOULEVARD/BRENTWOOD SOUTH APTS,37.513578,-77.489089
1458,FOREST HILL/47TH,37.520481,-77.486156
1461,FOREST HILL/TAYLOR,37.51965,-77.48157
1463,FOREST HILL/41ST,37.517865,-77.477613
1464,FOREST HILL/ROANOKE,37.516395,-77.47433
1467,CRUTCHFIELD/ROANOKE,37.512132,-77.475569
1469,CRUTCHFIELD/NORCROFT,37.511155,-77.483447
1470,CRUTCHFIELD/CHARNWOOD APT,37.511047,-77.48475
1474,GIANT/MIDLOTHIAN,37.504808,-77.50225
1475,GIANT DR/100 BLOCK,37.503457,-77.502153
1478,WARWICK AT 5836,37.497235,-77.504102
1482,MIDLOTHIAN PIKE/BEAUFONT HILLS DRIVE,37.504217,-77.510658
1486,Midlothian/Arcadia,37.502203,-77.519748
1490,MIDLOTHIAN PIKE/SOUTHGATE SHOPPING CENTER,37.50465,-77.506152
1498,MIDLOTHIAN PIKE/ERICH,37.505988,-77.498737
1501,BELT BOULEVARD/BRANDON,37.507288,-77.485258
1507,Broad Rock/Warwick,37.482878,-77.478884
1509,BROAD ROCK/ROCKCREER APTS,37.478702,-77.480737
1512,BROAD ROCK/WALMSLEY,37.471755,-77.482827
1514,WALMSLEY/WOODMERE,37.470643,-77.478027
1515,WALMSLEY/OLIVE,37.470825,-77.474998
1517,WALMSLEY/HOPKINS,37.468887,-77.468918
1518,WALMSLEY/ARNWOOD,37.466104,-77.463986
1519,WALMSLEY/SHACKELFORD RD.,37.465348,-77.46245
1520,HULL/COWARDIN,37.51781,-77.448892
1521,HULL/17TH,37.518323,-77.448105
1523,HULL/14TH,37.519808,-77.445777
1524,HULL/12TH,37.52087,-77.444138
1525,HULL/11TH,37.521367,-77.44336
1527,HULL/7TH,37.52337,-77.440159
1528,HULL/5TH,37.524407,-77.438568
1529,HULL/3RD,37.525402,-77.436939
1530,14TH BRIDGE/GREAT COASTAL,37.52989,-77.433758
1531,14TH/DOCK,37.533685,-77.432556
1532,CHIPPENHAM MALL PARKING LOT,37.480748,-77.511483
1533,HULL/ELKHAT SCHOOL,37.480475,-77.508791
1535,HULL/HEY,37.48207,-77.504454
1536,HULL/ORCUTT,37.48306,-77.502678
1537,HULL/BERRYWOOD,37.484627,-77.5
1539,HULL/CHESTERFIELD,37.487793,-77.494875
1541,HULL/WARWICK,37.49241,-77.488445
1544,SOUTHWOOD/CLARKSON,37.493535,-77.479818
1549,HULL ST/MCGUIRE DRIVE,37.50364,-77.471112
1553,HULL/PLAYN,37.50943,-77.462071
1555,HULL/TYNICK,37.511052,-77.459572
1557,HULL/EVANS,37.513073,-77.456393
1562,BROAD ROCK/BELT BOULEVARD,37.499607,-77.46965
1563,BROAD ROCK/MCGUIRE,37.501423,-77.468203
1564,BROAD ROCK/36TH,37.502845,-77.466177
1565,BROAD ROCK/34TH,37.504053,-77.46477
1566,BROAD ROCK/HOLLY SPRINGS,37.505448,-77.463522
1571,Clarkson/Across from 1785,37.490488,-77.481732
1572,CLARKSON RD/WARWICK,37.489303,-77.482563
1573,WARWICK/HULL,37.49143,-77.486687
1574,14TH/DOCK,37.53346,-77.432808
1575,14TH/REYNOLDS ALUMINUM CO,37.529468,-77.434078
1576,HULL/3RD,37.525447,-77.437129
1577,HULL/5TH,37.524699,-77.438308
1578,HULL/7TH,37.523588,-77.43999
1579,HULL/9TH,37.522663,-77.441742
1580,HULL/11TH,37.521602,-77.443177
1582,HULL/14TH,37.520075,-77.445593
1584,HULL/COWARDIN,37.517968,-77.448907
1587,HULL/24TH,37.514493,-77.454387
1588,HULL/EVANS,37.513045,-77.456671
1590,HULL/TYNICK,37.511017,-77.459891
1595,HULL/35TH,37.506007,-77.467648
1597,HULL ST/SPAINE,37.503608,-77.471588
1598,HULL/PLAZA,37.500695,-77.47619
1600,HULL/DIXON,37.497457,-77.481157
1604,HULL/SWANSON,37.48798,-77.494962
1605,HULL/SILVERWOOD,37.486358,-77.497402
1607,HULL/ORCUTT,37.48357,-77.502147
1610,SOUTHWOOD/CLARKSON,37.493664,-77.481106
1611,CLARKSON/SOUTHWOOD,37.493062,-77.479885
1612,CLARKSON/MARGRAVE,37.491138,-77.481062
1614,FOREST HILL/WESTOVER HILLS BOULEVARD,37.52081,-77.487928
1620,MIDLOTHIAN PIKE/COVINGTON,37.507641,-77.493036
1625,MIDLOTHIAN PIKE/37TH,37.51053,-77.473162
1626,MIDLOTHIAN PIKE/34TH,37.511032,-77.470207
1627,MIDLOTHIAN PIKE/33RD,37.511262,-77.468903
1628,MIDLOTHIAN PIKE/EAST BLAKE LANE,37.511723,-77.46605
1634,MIDLOTHIAN PIKE/CLOPTON,37.513468,-77.456364
1641,MIDLOTHIAN PIKE/BLAND,37.510777,-77.472343
1650,ROANOKE/MOODY,37.51082,-77.474722
1651,DURYEA/UNITED METHODIST CHURCH (OLD GUN),37.535127,-77.591212
1657,EVANSWAY LANE/DOMINO,37.541302,-77.569515
1658,FOREST HILL/STONEY POINT MED CENTER DRIVEWAY,37.540578,-77.566758
1660,FOREST HILL/STONY LAKE,37.537452,-77.567083
1661,FOREST HILL/DRIVEWAY TO STONY POINT SHOPPING CT,37.536295,-77.565828
1663,FOREST HILL/ANWELL DR,37.53221,-77.555187
1667,FOREST HILL/KENMORE,37.53483,-77.537868
1668,FOREST HILL/SHEILA LANE,37.536915,-77.532417
1669,Forest Hill/Cherokee,37.537681,-77.525309
1671,FOREST HILL/HATHAWAY,37.538059,-77.520402
1672,FOREST HILL/MELBORNE,37.537555,-77.518398
1673,FOREST HILL/WOODBERRY LA,37.536538,-77.515258
1674,FOREST HILL/RETIG,37.53583,-77.512453
1676,FOREST HILL/WINDSOR VIEW,37.536828,-77.515927
1678,FOREST HILL/HATHAWAY,37.538175,-77.520377
1679,FOREST HILL/CHEROKEE,37.537928,-77.523873
1681,FOREST HILL/SHEILA,37.537318,-77.531062
1682,FOREST HILL/GRANTWOOD,37.536045,-77.536088
1684,FOREST HILL/THOMPSON SCHOOL,37.533817,-77.540237
1692,HUGUENOT/SHOREHAM,37.533133,-77.585887
1693,HUGUENOT ROAD/MONTEITH,37.533593,-77.589797
1699,FOREST HILL WAL MART,37.533705,-77.532195
1707,FOREST HILL/CHIPPENHAM VILLAGE,37.536248,-77.535287
1722,FOREST HILL/PINEWAY,37.530817,-77.505007
1723,FOREST HILL/FAIRLEE,37.53268,-77.506922
1724,FOREST HILL/WILLOW OAKS,37.530899,-77.505614
1725,FOREST HILL/BLILEY,37.529557,-77.503043
1745,8TH/BYRD,37.536068,-77.439077
1750,WOODHAVEN/HULL,37.494942,-77.482698
1752,HULL/ELKHAT SCHOOL,37.480867,-77.508242
1752,HULL/ELKHARDT SCHOOL,37.480867,-77.508242
1753,MARSHALL/3RD,37.544935,-77.438568
1758,NINE MILE/MEADOWSPRING,37.54224,-77.372295
1760,LABURNUM/COLWYCK,37.542438,-77.369064
1761,LABURNUM/GLENSPRINGS,37.539843,-77.367312
1762,LABURNUM/THORNHURST,37.53701,-77.365486
1763,LABURNUM/GAY,37.529359,-77.358728
1767,WILLIAMSBURG/ROBINS,37.517063,-77.348708
1768,WILLIAMSBURG/OAKLEYS LA,37.517663,-77.343208
1769,WILLIAMSBURG/LEWIS,37.51795,-77.339703
1770,WILLIAMSBURG/SANBORN,37.518705,-77.336103
1773,WILLIAMSBURG/CARTER,37.523289,-77.319343
1774,WILLIAMSBURG/CONFEDERATE,37.52335,-77.315962
1775,WILLIAMSBURG/NAGLEE,37.522787,-77.31281
1778,West/Williamsburg,37.521187,-77.303035
1779,NINE MILE/DAKAR,37.524542,-77.303862
1783,NINE MILE/ACROSS FROM E CEDAR FORK,37.548044,-77.358637
1785,NINE MILE/PLEASANTS,37.550028,-77.353683
1786,NINE MILE/AINSWORTH,37.551082,-77.351117
1787,NINE MILE/TAFT,37.551466,-77.347863
1788,NINE MILE/LOWELL,37.551148,-77.346618
1789,NINE MILE/NEWBRIDGE,37.550902,-77.342268
1790,NINE MILE/LAKE,37.550697,-77.337486
1791,NINE MILE/LEE,37.550706,-77.333862
1792,NINE MILE/BEECH,37.548935,-77.330751
1793,NINE MILE/ELM,37.547568,-77.3293
1794,NINE MILE/HOLLY,37.545451,-77.327199
1795,NINE MILE/KALMIA,37.544427,-77.326187
1797,NINE MILE/TECH,37.539214,-77.321112
1798,NINE MILE/AIRPORT,37.536996,-77.319347
1799,NINE MILE/BANKS,37.53287,-77.316307
1800,NINE MILE/LUMBER,37.529835,-77.312468
1802,25TH/Q,37.537467,-77.413142
1803,25TH/R,37.539237,-77.411468
1804,NINE MILE/27TH,37.540842,-77.407343
1805,NINE MILE/29TH,37.541327,-77.403942
1806,NINE MILE/31ST,37.541638,-77.401732
1807,NINE MILE/BUNCHE PL,37.543425,-77.396233
1808,NINE MILE/GORDON LANE,37.543397,-77.388618
1809,EASTERN HENRICO GOVERNMENT CENTER,37.542303,-77.382658
1810,NINE MILE/MASONIC,37.540592,-77.378065
1811,NINE MILE/MARLIN,37.541112,-77.374353
1812,NINE MILE/WATSON,37.543552,-77.370991
1813,NINE MILE/E RICHMOND,37.54133,-77.374322
1814,NINE MILE/MASONIC,37.540785,-77.378797
1816,NINE MILE/ECHO,37.542638,-77.385822
1817,NINE MILE/GORDON LANE,37.543893,-77.38958
1818,NINE MILE/BUNCHE PLACE,37.54344,-77.396575
1820,NINE MILE/27TH,37.541028,-77.406738
1821,25TH/R,37.539355,-77.411547
1822,25TH/VENABLE,37.537601,-77.413202
1824,NINE MILE/GARLAND,37.526413,-77.307947
1825,NINE MILE/NAGLEE,37.527431,-77.310121
1826,NINE MILE/HANOVER,37.530772,-77.31331
1827,NINE MILE/HART,37.533099,-77.316357
1828,NINE MILE/AIRPORT,37.537846,-77.319715
1829,NINE MILE/QUINCE,37.540472,-77.321893
1830,NINE MILE/KALMIA,37.544465,-77.325987
1831,NINE MILE/HOLLY,37.546388,-77.327942
1832,NINE MILE/ELM,37.547752,-77.329285
1833,NINE MILE/BEECH,37.549065,-77.330665
1834,NINE MILE/LEE,37.550648,-77.333402
1835,NINE MILE/A P HILL,37.550918,-77.337327
1836,NINE MILE/BARKER,37.551093,-77.3422
1837,NINE MILE/VIRGINIA,37.55113,-77.346072
1838,NINE MILE/WESTOVER,37.551746,-77.348574
1839,NINE MILE/AINSWORTH LA,37.551141,-77.351368
1842,NINE MILE/EAST CEDAR FORK ROAD,37.548418,-77.358197
1845,NINE MILE RD/KENWAY,37.54586,-77.366367
1846,NINE MILE/NAGLEE,37.52724,-77.309948
1847,NILE MILE/GARLAND,37.526039,-77.307328
1848,NINE MILE/MONTEREY,37.524825,-77.304649
1849,WEST/WILLIAMSBURG,37.520902,-77.304236
1852,WILLIAMSBURG/NAGLEE,37.52273,-77.312213
1854,WILLIAMSBURG/PICKETT,37.523522,-77.317851
1856,WILLIAMSBURG/EASTCOAST ATION,37.520098,-77.331447
1857,WILLIAMSBURG/SANBORN PKWY,37.518996,-77.33566
1858,WILLIAMSBURG/AIRPORT SQUARE,37.518119,-77.340318
1859,WILLIAMSBURG/LEA LANE,37.517818,-77.343645
1860,WILLIAMSBURG/ALLENSHAW,37.517305,-77.349082
1861,LABURNUM/FINLEY,37.520667,-77.351278
1865,LABURNUM/GLENSPRINGS,37.54007,-77.367153
1866,LABURNUM/COLWYCK,37.541748,-77.368245
1871,FOREST HILL/LEICESTER,37.526167,-77.497779
1873,FOREST HILL/RETIG,37.535847,-77.512128
1878,FOREST HILL/LEICESTER,37.526417,-77.4983
1879,FOREST HILL/JAHNKE,37.522428,-77.491068
1881,STONEY POINT/STONY POINT LEARNING CENTER,37.539872,-77.563897
1889,BELVIDERE/IDLEWOOD,37.541462,-77.449345
1890,BELVIDERE/SPRING,37.538823,-77.4494
1891,BELVIDERE/HOLLY,37.536702,-77.4494
1892,20TH/STONEWALL,37.523821,-77.454627
1897,SEMMES/27TH,37.51928,-77.461107
1899,SEMMES/31ST,37.517477,-77.465668
1901,SEMMES/34TH,37.516137,-77.469085
1904,FOREST HILL/ROANOKE,37.51653,-77.474537
1905,FOREST HILL/41ST,37.517818,-77.47735
1907,FOREST HILL/44TH,37.519678,-77.481475
1910,FOREST HILL/WESTOVER HILLS BOULEVARD,37.520973,-77.487865
1911,Forest Hill at Dialysis Center,37.521388,-77.489203
1914,SEMMES/34TH,37.515872,-77.469372
1916,SEMMES/30TH,37.51773,-77.464675
1923,20TH/STONEWALL,37.523993,-77.454533
1925,BELVIDERE/VA WAR MEMORIAL,37.536637,-77.449035
1926,BELVIDERE/SPRING,37.539465,-77.449042
1927,BELVIDERE/BYRD,37.541692,-77.448947
1928,2ND/CANAL,37.54048,-77.443892
1932,JAHNKE/CLARENCE,37.520445,-77.49408
1935,JAHNKE/IRBY,37.518795,-77.49973
1936,JAHNKE/5550,37.518665,-77.502495
1937,JAHNKE/OAKHURST LANE,37.519447,-77.504768
1938,JAHNKE/SPRUANCE,37.519706,-77.506527
1939,JAHNKE/NEWELL,37.520393,-77.509887
1945,JAHNKE/ENTRANCE TO SHOPPING CENTER,37.520417,-77.513917
1946,JAHNKE/GERMAN SCHOOL,37.51971,-77.515703
1947,JAHNKE/ST JOHNS WOOD,37.518522,-77.518557
1948,JAHNKE/WESTOVER GARDENS BOULEVARD,37.517357,-77.520448
1949,JAHNKE/MARLOWE,37.516264,-77.522811
1950,CJW MEDICAL CENTER MAIN ENTRANCE,37.51487,-77.527077
1951,CHIPPENHAM HOSPITAL PARKING LOT,37.512542,-77.526433
1953,HIOAKS/CARNATION,37.509367,-77.525073
1954,CARNATION AT BEAUFONT OAKS,37.50825,-77.521037
1955,CARNATION/NEWPORT MANOR,37.506982,-77.518723
1956,CARNATION/ATMORE,37.504975,-77.518065
1957,CARNATION/MIDLOTHAIN PIKE,37.503212,-77.517563
1959,CARNATION/WARWICK,37.505087,-77.517913
1961,CARNATION AT BEAUFONT OAKS,37.508393,-77.521163
1962,HIOAKS/CARNATION,37.509625,-77.525105
1962,HIOAKS/CARNATION,37.50962391,-77.52509421
1962,HIOAKS/CARNATION,37.50962366,-77.52509172
1962,HIOAKS/CARNATION,37.50962361,-77.52509122
1962,HIOAKS/CARNATION,37.50962355,-77.52509062
1962,HIOAKS/CARNATION,37.50962366,-77.52509166
1962,HIOAKS/CARNATION,37.50962362,-77.5250913
1962,HIOAKS/CARNATION,37.50962355,-77.5250906
1962,HIOAKS/CARNATION,37.50962367,-77.52509175
1962,HIOAKS/CARNATION,37.50962191,-77.52507427
1962,HIOAKS/CARNATION,37.509608,-77.524936
1963,HIOAKS/CJW MEDICAL CENTER,37.513277,-77.524628
1963,HIOAKS/CJW MEDICAL CENTER,37.51327655,-77.52462353
1963,HIOAKS/CJW MEDICAL CENTER,37.51327645,-77.5246225
1963,HIOAKS/CJW MEDICAL CENTER,37.51327643,-77.52462229
1963,HIOAKS/CJW MEDICAL CENTER,37.5132764,-77.52462204
1963,HIOAKS/CJW MEDICAL CENTER,37.51327645,-77.52462247
1963,HIOAKS/CJW MEDICAL CENTER,37.51327643,-77.52462232
1963,HIOAKS/CJW MEDICAL CENTER,37.51327645,-77.52462251
1963,HIOAKS/CJW MEDICAL CENTER,37.51327573,-77.52461527
1963,HIOAKS/CJW MEDICAL CENTER,37.51327,-77.524558
1964,HIOAKS/MARLOWE,37.514842,-77.524447
1964,HIOAKS/MARLOWE,37.51484232,-77.52444374
1964,HIOAKS/MARLOWE,37.51484239,-77.52444299
1964,HIOAKS/MARLOWE,37.51484241,-77.52444284
1964,HIOAKS/MARLOWE,37.51484243,-77.52444266
1964,HIOAKS/MARLOWE,37.51484239,-77.52444297
1964,HIOAKS/MARLOWE,37.51484241,-77.52444286
1964,HIOAKS/MARLOWE,37.51484243,-77.52444265
1964,HIOAKS/MARLOWE,37.51484239,-77.524443
1964,HIOAKS/MARLOWE,37.51484291,-77.52443773
1964,HIOAKS/MARLOWE,37.514847,-77.524396
1967,JAHNKE/ST JOHN WOODS,37.518338,-77.518605
1968,JAHNKE/GERMAN SCHOOL,37.519312,-77.516253
1969,JAHNKE/SHOPPING CENTER,37.520305,-77.513773
1972,JAHNKE/SPRUANCE,37.519607,-77.506247
1973,JAHNKE/5743,37.519423,-77.505007
1974,JAHNKE/REDD SCHOOL,37.518557,-77.502432
1975,JAHNKE/IRBY,37.518611,-77.500119
1978,JAHNKE/CLARENCE,37.520548,-77.49377
1983,JEFFERSON DAVIS HWY/LUMPKIN,37.484785,-77.444735
1984,JEFFERSON DAVIS HWY/YORKTOWN,37.486947,-77.444973
1985,JEFFERSON DAVIS HWY/ATWELL,37.488907,-77.445172
1988,JEFFERSON DAVIS HWY/WEBBER,37.495756,-77.445899
1989,JEFFERSON DAVIS HWY/OAKLAND,37.496655,-77.445998
1990,JEFFERSON DAVIS HWY/MIMOSA,37.49865,-77.446228
1991,JEFFERSON DAVIS HWY/1500,37.499833,-77.446357
1992,JEFFERSON DAVIS/1319,37.501817,-77.44657
1993,JEFFERSON DAVIS HWY/HALIFAX,37.504252,-77.446865
1994,JEFFERSON DAVIS HWY/GORDON,37.505492,-77.447015
1995,JEFFERSON DAVIS HWY/FAIRFAX,37.506625,-77.447152
1996,JEFFERSON DAVIS HWY/DINWIDDIE,37.509013,-77.447422
1997,JEFFERSON DAVIS HWY/BOSTON,37.511007,-77.447635
1999,JEFFERSON DAVIS HWY/STOCKTON,37.515362,-77.44816
2000,COWARDIN/HULL,37.517572,-77.448367
2001,COWARDIN/BAINBRIDGE,37.519535,-77.449217
2002,COWARDIN/PERRY,37.521602,-77.450497
2003,SEMMES/14TH,37.524032,-77.449944
2005,SEMMES/12TH,37.52538,-77.447818
2006,SEMMES/10TH,37.526083,-77.446713
2007,9TH/BYRD,37.535882,-77.438687
2008,SEMMES/10TH,37.526032,-77.447198
2009,SEMMES/12TH,37.5254,-77.448048
2012,COWARDIN/WALL,37.520655,-77.450258
2013,COWARDIN/BAINBRIDGE,37.518668,-77.449027
2014,COWARDIN/HULL,37.517357,-77.448668
2015,JEFFERSON DAVIS HWY/STOCKTON,37.515737,-77.448455
2016,JEFFERSON DAVIS HWY/MAURY,37.513145,-77.448137
2017,JEFFERSON DAVIS HWY/BOSTON,37.510872,-77.447858
2018,JEFFERSON DAVIS HWY/DINWIDDIE,37.509143,-77.447715
