AVG_PASSENGERS_OFF,AVG_PASSENGERS_ON,AVG_PASSENGER_MILES,AVG_SEGMENT_MILES,SUM_PASSENGERS_OFF,SUM_PASSENGERS_ON,SUM_PASSENGER_MILES,TIME_PERIOD_SORT,TRIPS_COUNT,SERVICE_TYPE
0,1,0.325,0.075,0,9,1.95,2,6,1
0,1,0,0,0,1,0,2,1,1
0,0,0.812732547,0.244128788,0,0,64.20587121,2,79,1
0,1,0,0,0,4,0,2,4,1
0,0,0.523417722,0.156628788,0,1,41.35,2,79,1
0,0,42.89211738,11.88939394,0,21,3388.477273,2,79,1
0,0,0,0,28,5,0,2,31,1
0,1,0,0,2,9,0,2,9,1
2,0,0,0,233,0,0,2,79,1
0,0,0,0,0,0,0,2,1,1
0,11,0.332316587,0.029924242,0,1055,31.57007576,2,95,0
0,8,0.259343434,0.029924242,0,26,0.778030303,2,3,0
0,0,2.803784014,0.252083333,1,10,274.7708333,2,98,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,0,46,0,2,31,0
0,0,1.079058442,0.091477273,0,19,105.7477273,2,98,0
0,1,0,0,0,1,0,2,1,0
0,2,0,0,2,47,0,2,22,0
0,1,5.90259547,0.422537879,4,171,578.4543561,2,98,0
0,6,0,0,0,6,0,2,1,0
0,0,0.978335652,0.067234848,5,56,95.87689394,2,98,0
0,1,0,0,1,11,0,2,8,0
0,0,2.856880025,0.19469697,0,2,279.9742424,2,98,0
0,0,0,0,0,0,0,2,1,0
0,0,0.968460111,0.065909091,0,2,94.90909091,2,98,0
0,1,0,0,0,1,0,2,1,0
0,0,2.211181973,0.150378788,0,0,216.6958333,2,98,0
0,0,2.322576531,0.157954545,0,0,227.6125,2,98,0
0,0,1.893547078,0.128598485,0,2,185.5676136,2,98,0
0,0,1.840561224,0.125,0,0,180.375,2,98,0
0,0,1.892536333,0.124810606,0,43,185.4685606,2,98,0
0,1,0,0,0,10,0,2,6,0
0,0,11.97380952,0.783333333,6,8,1173.433333,2,98,0
0,0,5.82239925,0.376515152,0,13,564.7727273,2,97,0
2,0,0,0,2,0,0,2,1,0
0,1,0,0,0,20,0,2,20,0
1,0,0,0,1,0,0,2,1,0
0,0,3.997334957,0.255871212,0,3,391.7388258,2,98,0
0,1,0,0,0,2,0,2,2,0
0,0,3.54301175,0.225757576,11,16,347.2151515,2,98,0
0,0,0,0,13,44,0,2,53,0
0,0,2.749590291,0.167992424,0,35,269.4598485,2,98,0
0,2,0,0,0,30,0,2,15,0
0,0,7.668558673,0.458522727,0,5,751.51875,2,98,0
0,1,0,0,0,2,0,2,2,0
0,0,38.14007228,2.280492424,2,0,3737.727083,2,98,0
1,0,0,0,2,0,0,2,2,0
1,0,0,0,2,0,0,2,2,0
0,0,0,0,22,0,0,2,30,0
0,0,2.410693027,0.150189394,58,18,236.2479167,2,98,0
0,0,19.85652056,1.275189394,77,30,1945.939015,2,98,0
0,0,13.50113057,0.867613636,1,0,1323.110795,2,98,0
1,0,0,0,3,1,0,2,3,0
1,0,0,0,1,0,0,2,1,0
1,0,4.410551948,0.305681818,106,3,432.2340909,2,98,0
2,0,0,0,108,4,0,2,42,0
0,0,4.094478587,0.307007576,8,0,401.2589015,2,98,0
0,0,2.010613791,0.150757576,0,0,197.0401515,2,98,0
0,0,3.963841218,0.305871212,37,0,388.4564394,2,98,0
1,0,0,0,22,0,0,2,13,0
0,0,1.939247062,0.158901515,53,1,190.0462121,2,98,0
1,0,0,0,14,0,0,2,11,0
1,0,0,0,1,0,0,2,1,0
0,0,2.842571119,0.237689394,9,0,278.5719697,2,98,0
1,0,0,0,1,0,0,2,1,0
0,0,3.594642857,0.320833333,73,0,352.275,2,98,0
1,0,0,0,3,0,0,2,3,0
0,0,2.698051948,0.262310606,87,0,264.4090909,2,98,0
1,0,0,0,11,0,0,2,7,0
0,0,2.616141002,0.268181818,41,0,256.3818182,2,98,0
1,0,0,0,1,0,0,2,1,0
6,0,0.771645022,0.243939394,649,4,75.62121212,2,98,0
1,0,0,0,2,1,0,2,2,0
0,0,0.516552644,0.163825758,0,0,50.62215909,2,98,0
0,0,0.810772263,0.259659091,3,0,79.45568182,2,98,0
1,1,0,0,3,2,0,2,2,0
1,0,0,0,33,2,0,2,25,0
0,0,0.879379252,0.301325758,10,22,86.17916667,2,98,0
0,1,0,0,0,1,0,2,1,0
1,0,0,0,1,0,0,2,1,0
0,0,0.717457096,0.284659091,71,32,70.31079545,2,98,0
1,0,0,0,4,0,0,2,4,0
1,1,0,0,1,1,0,2,1,0
0,0,1.460482375,0.581818182,4,7,143.1272727,2,98,0
0,0,0,0,8,12,0,2,14,0
0,0,0,0,1,1,0,2,2,0
0,0,0.495601422,0.19905303,32,26,48.56893939,2,98,0
2,0,0,0,2,0,0,2,1,0
1,0,0,0,165,0,0,2,98,0
0,1,0.656137436,0.342613636,0,137,69.55056818,2,106,0
0,0,0.415584416,0.227272727,0,1,43.63636364,2,105,0
0,1,0,0,0,1,0,2,1,0
6,0,0,0,12,1,0,2,2,0
0,0,0.676768868,0.362310606,0,4,71.7375,2,106,0
0,0,0.565994854,0.298484848,0,3,59.99545455,2,106,0
0,0,0.550552101,0.290340909,4,4,58.35852273,2,106,0
0,1,0,0,0,2,0,2,2,0
0,0,0.545149014,0.284659091,0,0,57.78579545,2,106,0
0,2,0,0,0,2,0,2,1,0
0,0,0.901416881,0.466098485,0,0,95.55018939,2,106,0
0,0,0.802671169,0.419128788,7,5,85.08314394,2,106,0
0,0,0.846921455,0.442234848,3,3,89.77367424,2,106,0
0,0,1.417881647,0.736742424,0,1,150.2954545,2,106,0
0,0,0.727590766,0.379924242,1,0,77.12462121,2,106,0
1,0,0,0,1,0,0,2,1,0
0,1,0,0,0,1,0,2,1,0
0,0,1.672955975,0.806060606,0,17,177.3333333,2,106,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,0,2,0,2,2,0
0,0,0.208118925,0.086174242,0,33,22.06060606,2,106,0
0,1,0,0,0,24,0,2,18,0
0,0,0.361479774,0.124810606,0,27,38.31685606,2,106,0
0,1,0,0,0,14,0,2,11,0
0,0,0.405135077,0.132954545,0,2,42.94431818,2,106,0
0,1,0,0,0,4,0,2,3,0
0,0,0.480996284,0.152651515,0,7,50.98560606,2,106,0
0,1,0,0,0,3,0,2,3,0
0,0,0.591895369,0.182386364,7,14,62.74090909,2,106,0
0,1,0,0,3,6,0,2,5,0
0,0,0.376114923,0.101704545,1,46,39.86818182,2,106,0
0,1,0,0,0,15,0,2,10,0
0,1,0.690769726,0.139204545,3,122,73.22159091,2,106,0
0,0,0.706040952,0.123295455,3,46,74.84034091,2,106,0
0,2,0,0,0,38,0,2,18,0
0,2,0,0,0,2,0,2,1,0
0,0,2.3875,0.397916667,1,27,253.075,2,106,0
0,1,0,0,0,7,0,2,4,0
1,0,0.622641509,0.1375,163,1,66,2,106,0
2,0,0,0,50,1,0,2,19,0
1,0,0.19858782,0.085227273,182,12,20.45454545,2,103,0
4,0,0.198863636,0.085227273,14,0,0.596590909,2,3,0
2,0,0,0,24,2,0,2,9,0
0,0,0.215051458,0.111742424,21,0,22.79545455,2,106,0
0,1,0,0,0,1,0,2,1,0
1,0,0,0,4,0,0,2,4,0
1,0,0,0,194,0,0,2,103,0
2,0,0,0,7,0,0,2,3,0
0,3,3.955889423,0.99375,0,1022,1028.53125,2,260,1
0,1,0,0,0,1,0,2,1,1
0,0,1.956530825,0.457575758,1,38,510.6545455,2,261,1
0,1,0,0,0,2,0,2,2,1
0,1,0,0,2,55,0,2,43,1
0,0,1.55529142,0.353598485,2,22,405.9310606,2,261,1
0,1,0,0,0,1,0,2,1,1
0,0,0.443939394,0.166477273,0,2,3.995454545,2,9,1
0,0,0.883915043,0.166477273,3,214,222.7465909,2,252,1
0,1,0,0,0,1,0,2,1,1
0,0,0.542602026,0.103598485,0,4,141.6191288,2,261,1
0,0,0.656663619,0.122159091,0,36,171.3892045,2,261,1
0,1,0,0,0,17,0,2,11,1
0,0,2.439660978,0.432575758,1,53,636.7515152,2,261,1
0,11,5.01637931,0.2875,16,3098,1309.275,2,261,1
0,10,0,0,2,285,0,2,26,1
0,0,9.742165912,0.52405303,0,15,2542.705303,2,261,1
0,1,0,0,0,2,0,2,2,1
0,0,6.333293423,0.337689394,3,44,1652.989583,2,261,1
0,0,2.764054336,0.147348485,0,0,721.4181818,2,261,1
0,1,0,0,0,1,0,2,1,1
0,1,0,0,1,3,0,2,3,1
0,0,3.284830344,0.172537879,3,74,857.3407197,2,261,1
0,1,0,0,0,38,0,2,23,1
0,0,3.278694996,0.166098485,2,146,855.7393939,2,261,1
0,1,0,0,1,42,0,2,28,1
0,0,7.832001045,0.393181818,1,8,2044.152273,2,261,1
9,1,0,0,56,7,0,2,6,1
0,0,5.401515152,0.270075758,1,71,1409.795455,2,261,1
0,1,0,0,1,18,0,2,18,1
0,3,0,0,0,3,0,2,1,1
0,2,2.688544932,0.119318182,7,646,701.7102273,2,261,1
0,3,0,0,1,210,0,2,67,1
0,1,0,0,0,1,0,2,1,1
0,0,4.356226054,0.185416667,0,43,1136.975,2,261,1
0,1,0,0,0,3,0,2,3,1
0,0,3.801628352,0.161363636,0,14,992.225,2,261,1
0,1,0,0,0,1,0,2,1,1
0,0,115.0392067,4.894886364,18,2,30025.23295,2,261,1
6,0,0,0,45,0,0,2,7,1
0,1,0,0,0,1,0,2,1,1
16,0,0,0,4421,0,0,2,261,1
0,0,0.389848485,0.062878788,0,25,74.07121212,2,190,1
0,3,0,0,0,3,0,2,1,1
0,0,1.702734809,0.275378788,0,0,325.2223485,2,191,1
0,0,0,0,41,7,0,2,164,1
2,0,0.369261661,0.091477273,417,41,70.52897727,2,191,1
0,0,0,0,0,0,0,2,1,1
2,0,0,0,238,14,0,2,80,1
2,0,0.264290814,0.302272727,398,18,50.47954545,2,191,1
0,0,0.102084325,0.137310606,50,25,19.49810606,2,191,1
0,0,0.068667698,0.104924242,17,1,13.1155303,2,191,1
0,0,0,0,2,0,0,2,3,1
0,0,0,0,1,3,0,2,4,1
0,0,0,0,0,1,0,2,3,1
0,0,0.062371093,0.119128788,40,13,11.91287879,2,191,1
1,0,0,0,3,1,0,2,3,1
0,1,0,0,0,1,0,2,1,1
0,0,0.069895288,0.134848485,3,3,13.35,2,191,1
4,0,0,0,17,1,0,2,4,1
0,0,0,0,0,0,0,2,1,1
0,0,0,0,0,0,0,2,2,1
0,1,0,0,0,2,0,2,2,1
0,0,0,0,2,2,0,2,3,1
0,0,2.81883726,2.095418848,3,31,538.3979167,2,191,1
0,0,0.393569625,0.218939394,0,22,33.05984848,2,84,1
0,0,0,0,0,0,0,2,1,1
0,1,0,0,1,16,0,2,10,1
0,1,0,0,0,1,0,2,1,1
0,0,0.284282558,0.158143939,0,0,23.87973485,2,84,1
0,0,0.187251984,0.104166667,0,0,15.72916667,2,84,1
0,0,0.359650072,0.192424242,5,11,30.21060606,2,84,1
1,2,0,0,1,2,0,2,1,1
0,0,0.265755772,0.141287879,0,0,22.32348485,2,84,1
0,0,0.431263528,0.255113636,16,0,36.22613636,2,84,1
0,0,0.5,0.291666667,33,35,42,2,84,1
0,0,0,0,9,0,0,2,18,1
0,0,0.199675325,0.124242424,0,0,16.77272727,2,84,1
0,0,0.241680195,0.150378788,0,0,20.30113636,2,84,1
0,0,0.577719156,0.359469697,0,0,48.52840909,2,84,1
0,0,0.808441558,0.503030303,0,0,67.90909091,2,84,1
0,0,0.481229708,0.299431818,0,0,40.42329545,2,84,1
0,0,0.394881854,0.247537879,2,1,33.17007576,2,84,1
0,0,1.068628247,0.669886364,0,0,89.76477273,2,84,1
0,0,0.664984668,0.416856061,0,0,55.85871212,2,84,1
0,0,0.394277597,0.247159091,0,0,33.11931818,2,84,1
0,0,0.346239177,0.217045455,0,0,29.08409091,2,84,1
1,0,0,0,4,0,0,2,4,1
0,0,0.388126804,0.267234848,8,0,32.60265152,2,84,1
1,0,0,0,3,0,0,2,3,1
1,0,0,0,2,0,0,2,2,1
1,0,0,0,95,0,0,2,84,1
1,0,0,0,18,9,0,2,14,1
0,22,415.975605,18.10776515,0,3308,59900.48712,2,144,1
13,0,0,0,1936,0,0,2,144,1
0,0,0.582960966,0.062878788,0,20,68.78939394,2,118,1
0,0,2.553088084,0.275378788,0,0,301.2643939,2,118,1
0,0,0,0,37,0,0,2,48,1
4,0,0.406996341,0.091477273,535,3,48.02556818,2,118,1
10,0,0,0,10,0,0,2,1,1
2,0,0,0,151,0,0,2,56,1
1,0,0.333012327,0.302272727,235,1,39.29545455,2,118,1
0,0,0.124510465,0.137310606,11,2,14.69223485,2,118,1
1,0,0,0,2,0,0,2,2,1
1,1,0,0,7,7,0,2,6,1
7,0,0,0,14,0,0,2,2,1
0,0,0.084851779,0.104924242,10,3,9.757954545,2,115,1
2,0,0,0,2,0,0,2,1,1
1,0,0,0,6,1,0,2,6,1
1,0,0,0,3,0,0,2,3,1
1,0,0,0,1,0,0,2,1,1
0,0,0.06057396,0.119128788,28,1,7.147727273,2,118,1
1,0,0,0,6,4,0,2,6,1
1,0,0,0,7,1,0,2,7,1
2,1,0,0,7,4,0,2,3,1
0,0,0.049139702,0.134848485,6,0,5.798484848,2,118,1
1,0,0,0,15,1,0,2,14,1
0,0,0,0,24,0,0,2,118,1
1,0,0,0,5,1,0,2,5,1
0,0,0.709119497,0.275,0,109,112.75,2,159,0
0,0,0.825,0.275,0,3,8.25,2,10,0
0,0,0,0,0,0,0,2,1,0
0,0,0.467045455,0.155681818,0,0,4.670454545,2,10,0
0,0,0.419068039,0.155681818,0,18,66.63181818,2,159,0
0,1,0,0,0,1,0,2,1,0
0,0,0.346853147,0.118181818,0,37,58.61818182,2,169,0
0,3,0,0,0,24,0,2,8,0
0,1,0.765865385,0.16875,1,248,129.43125,2,169,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,0,7,0,2,6,0
0,0,0.926571185,0.193560606,0,34,156.5905303,2,169,0
0,1,0,0,0,1,0,2,1,0
0,0,0.91762036,0.180113636,0,51,155.0778409,2,169,0
0,1,0,0,0,1,0,2,1,0
0,0,1.333633674,0.259659091,0,6,225.3840909,2,169,0
0,0,0.948286489,0.171401515,3,70,160.2604167,2,169,0
0,1,0,0,0,1,0,2,1,0
0,2,0,0,0,2,0,2,1,0
0,0,1.243309575,0.222348485,0,7,210.1193182,2,169,0
0,0,1.304034427,0.209090909,7,116,220.3818182,2,169,0
0,1,0,0,0,2,0,2,2,0
0,1,0,0,0,11,0,2,10,0
0,0,0.535428994,0.079166667,1,77,90.4875,2,169,0
0,1,0,0,0,1,0,2,1,0
0,2,0,0,0,17,0,2,8,0
0,0,1.252185315,0.180871212,0,9,211.6193182,2,169,0
0,2,0,0,0,2,0,2,1,0
0,1,0,0,9,231,0,2,120,0
0,0,1.43148198,0.173295455,0,2,241.9204545,2,169,0
0,2,0,0,0,2,0,2,1,0
0,1,2.371789268,0.243371212,10,259,400.8323864,2,169,0
0,2,0,0,0,7,0,2,3,0
0,0,2.853691501,0.273863636,15,122,482.2738636,2,169,0
0,1,0,0,0,32,0,2,26,0
0,2,0,0,2,10,0,2,4,0
0,0,2.302753497,0.212310606,1,33,389.1653409,2,169,0
0,0,2.703962704,0.242424242,0,52,456.969697,2,169,0
0,1,0,0,0,4,0,2,4,0
0,0,2.734380043,0.23844697,1,50,462.1102273,2,169,0
0,0,0,0,6,2,0,2,7,0
0,1,0,0,1,7,0,2,6,0
0,0,4.81457773,0.41344697,30,58,813.6636364,2,169,0
0,0,0,0,3,4,0,2,7,0
1,0,0,0,1,0,0,2,1,0
0,0,3.7197149,0.325378788,37,1,628.6318182,2,169,0
0,0,4.733285144,0.413825758,1,5,799.9251894,2,169,0
1,0,0,0,3,0,0,2,3,0
0,1,0,0,0,1,0,2,1,0
0,0,4.440828402,0.395833333,40,2,750.5,2,169,0
1,0,0,0,30,0,0,2,24,0
5,0,0,0,10,1,0,2,2,0
8,0,0,0,1286,0,0,2,159,0
8,0,0,0,81,0,0,2,10,0
0,2,0.999940442,0.240530303,0,471,158.9905303,2,159,0
0,3,1.168290043,0.240530303,0,21,8.178030303,2,7,0
0,1,0,0,0,1,0,2,1,0
0,3,0,0,0,3,0,2,1,0
0,1,1.752935606,0.324242424,19,203,280.469697,2,160,0
0,1,1.991774892,0.324242424,1,10,13.94242424,2,7,0
1,3,0,0,1,3,0,2,1,0
0,1,0,0,10,27,0,2,16,0
0,0,1.045360416,0.189962121,2,11,174.5751894,2,167,0
2,0,0,0,22,0,0,2,8,0
0,0,1.57197877,0.314772727,75,12,262.5204545,2,167,0
0,0,1.086877382,0.216856061,1,3,181.5085227,2,167,0
0,1,0,0,0,1,0,2,1,0
0,0,1.293296362,0.259280303,12,8,215.9804924,2,167,0
0,0,0.946398113,0.189962121,1,0,158.0484848,2,167,0
1,0,0,0,1,0,0,2,1,0
0,0,1.086625612,0.218371212,1,1,181.4664773,2,167,0
0,0,1.458827799,0.306060606,35,0,243.6242424,2,167,0
1,0,0,0,46,1,0,2,29,0
0,0,1.056001633,0.279924242,135,14,176.3522727,2,167,0
1,0,0,0,15,0,0,2,9,0
0,0,0.797110325,0.214015152,16,23,133.1174242,2,167,0
0,0,0.705777082,0.190719697,7,0,117.8647727,2,167,0
1,0,0,0,63,7,0,2,46,0
0,0,0,0,3,6,0,2,7,0
0,0,0.689175059,0.206628788,9,4,115.0922348,2,167,0
0,0,0.557398839,0.168939394,6,0,93.08560606,2,167,0
1,0,0,0,1,0,0,2,1,0
0,0,1.203218563,0.365340909,0,0,200.9375,2,167,0
1,0,0,0,12,1,0,2,11,0
0,0,0.364932635,0.113068182,0,0,60.94375,2,167,0
1,0,0,0,27,2,0,2,24,0
0,0,0.677786473,0.220643939,1,0,113.1903409,2,167,0
0,0,0.304276674,0.09905303,0,0,50.81420455,2,167,0
0,0,0.436762838,0.125757576,12,79,72.93939394,2,167,0
0,1,0,0,5,9,0,2,9,0
0,0,1.477617492,0.422537879,0,0,246.7621212,2,167,0
0,0,0,0,3,2,0,2,4,0
0,0,0,0,122,0,0,2,160,0
0,0,0,0,6,0,0,2,7,0
0,1,0.986633854,0.240530303,0,174,154.9015152,2,157,0
0,0,0.828493266,0.240530303,0,6,7.456439394,2,9,0
0,0,1.406427331,0.324242424,65,102,220.8090909,2,157,0
0,0,1.188888889,0.324242424,1,3,10.7,2,9,0
1,0,0,0,1,0,0,2,1,0
0,0,1.048255522,0.243371212,0,2,174.0104167,2,166,0
1,0,0,0,1,0,0,2,1,0
4,0,0,0,4,0,0,2,1,0
0,0,1.356398321,0.325378788,18,0,225.1621212,2,166,0
0,0,1.706416575,0.407575758,1,7,283.2651515,2,166,0
1,0,0,0,3,0,0,2,2,0
0,0,0,0,1,1,0,2,2,0
0,0,0.633680175,0.151136364,25,26,105.1909091,2,166,0
0,2,0,0,0,2,0,2,1,0
0,0,0.560942761,0.148484848,0,0,5.048484848,2,9,0
0,0,0.646902142,0.148484848,1,21,101.5636364,2,157,0
0,2,0,0,0,5,0,2,2,0
0,0,0.480597643,0.113825758,0,4,4.325378788,2,9,0
0,0,0.590153928,0.113825758,6,131,92.65416667,2,157,0
0,0,0.60968305,0.118371212,0,3,101.2073864,2,166,0
0,0,1.031019533,0.199242424,0,4,171.1492424,2,166,0
0,0,1.506043717,0.271780303,2,51,236.4488636,2,157,0
0,0,1.268308081,0.271780303,0,4,11.41477273,2,9,0
0,0,1.645071194,0.299431818,0,0,273.0818182,2,166,0
0,0,0.782495893,0.143371212,38,32,129.8943182,2,166,0
0,0,0,0,1,1,0,2,2,0
0,1,0,0,0,4,0,2,3,0
0,0,1.731601406,0.310416667,2,18,287.4458333,2,166,0
0,1,0,0,0,2,0,2,2,0
0,0,1.225661738,0.214393939,3,24,203.4598485,2,166,0
0,0,0,0,3,8,0,2,9,0
0,0,5.159262048,0.8875,1,12,856.4375,2,166,0
0,0,0,0,3,1,0,2,4,0
0,1,0,0,0,1,0,2,1,0
0,0,1.237150876,0.213257576,25,24,205.3670455,2,166,0
0,1,0.645646221,0.082954545,18,282,107.1772727,2,166,0
0,2,0,0,2,68,0,2,28,0
0,1,0,0,0,1,0,2,1,0
0,0,0,0,5,6,0,2,8,0
0,0,0.740399096,0.09375,2,18,122.90625,2,166,0
0,1,0,0,2,21,0,2,17,0
0,0,1.033242059,0.125378788,6,44,171.5181818,2,166,0
0,1,0,0,0,5,0,2,3,0
0,0,1.138421869,0.136742424,0,9,188.9780303,2,166,0
0,0,0.924160277,0.110606061,0,5,153.4106061,2,166,0
1,0,0,0,8,1,0,2,8,0
0,0,1.714488636,0.201704545,5,36,284.6051136,2,166,0
0,1,0,0,2,9,0,2,9,0
0,1,0,0,0,12,0,2,12,0
0,0,1.450483753,0.162689394,1,51,240.780303,2,166,0
0,1,0,0,0,8,0,2,7,0
0,0,0.849836847,0.08844697,0,107,141.0729167,2,166,0
0,0,2.583561992,0.263825758,1,13,423.7041667,2,164,0
0,1,0,0,0,19,0,2,11,0
0,1,0,0,0,3,0,2,3,0
0,1,0,0,7,12,0,2,10,0
0,0,1.998763235,0.196212121,30,87,331.794697,2,166,0
0,1,0,0,0,19,0,2,10,0
0,1,0,0,1,2,0,2,2,0
0,1,1.360638007,0.119886364,16,189,225.8659091,2,166,0
0,0,0,0,1,4,0,2,5,0
0,1,0,0,1,26,0,2,17,0
0,0,1.242330686,0.102651515,16,113,206.2268939,2,166,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,0,5,0,2,3,0
0,0,1.303799288,0.10719697,1,5,216.4306818,2,166,0
0,1,0,0,0,6,0,2,5,0
0,0,1.698042169,0.1375,5,30,281.875,2,166,0
0,1,0,0,2,8,0,2,8,0
0,1,0,0,0,1,0,2,1,0
0,0,1.355976431,0.137121212,1,3,12.20378788,2,9,0
0,0,1.779955607,0.137121212,14,82,279.4530303,2,157,0
1,0,0,0,1,0,0,2,1,0
0,1,0,0,0,12,0,2,9,0
0,2,0,0,0,7,0,2,3,0
0,0,1.853569533,0.135416667,5,103,291.0104167,2,157,0
0,0,1.489583333,0.135416667,0,5,13.40625,2,9,0
0,1,0,0,0,4,0,2,3,0
0,1,0,0,4,26,0,2,17,0
0,1,1.329050292,0.090530303,8,171,220.6223485,2,166,0
0,2,0,0,0,6,0,2,3,0
0,2,0,0,0,4,0,2,2,0
0,1,0,0,0,1,0,2,1,0
0,0,1.04763828,0.069507576,2,56,173.9079545,2,166,0
1,0,0,0,1,0,0,2,1,0
0,2,0,0,0,5,0,2,2,0
0,0,2.957663609,0.192613636,2,45,490.9721591,2,166,0
0,0,0,0,5,5,0,2,6,0
0,1,0,0,0,5,0,2,5,0
0,0,1.107732065,0.072537879,52,33,183.8835227,2,166,0
0,0,2.63030303,0.211363636,0,2,23.67272727,2,9,0
0,0,3.26738564,0.211363636,1,3,512.9795455,2,157,0
0,1,0,0,0,1,0,2,1,0
0,0,3.25816904,0.205492424,27,119,540.8560606,2,166,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,0,1,0,2,1,0
0,1,3.091982704,0.183901515,26,183,513.2691288,2,166,0
0,2,0,0,3,31,0,2,13,0
1,0,0,0,30,4,0,2,18,0
1,0,7.081325301,0.445265152,170,17,1175.5,2,166,0
0,0,3.969191919,0.256628788,69,7,654.9166667,2,165,0
1,0,0,0,5,0,0,2,4,0
1,0,0,0,14,5,0,2,10,0
1,0,0,0,6,1,0,2,4,0
0,0,2.402656079,0.159090909,64,12,398.8409091,2,166,0
1,0,0,0,2,0,0,2,2,0
0,1,0,0,0,1,0,2,1,0
0,0,3.839857156,0.254356061,4,4,637.4162879,2,166,0
1,0,0,0,18,0,0,2,14,0
0,0,1.88251757,0.127083333,30,1,312.4979167,2,166,0
1,0,0,0,1,0,0,2,1,0
0,2,20.02698065,1.192424242,15,345,3324.478788,2,166,0
0,0,2.329861111,0.173295455,5,0,20.96875,2,9,0
0,0,2.991278228,0.173295455,17,4,469.6306818,2,157,0
0,2,0,0,2,63,0,2,23,0
1,0,0,0,2,0,0,2,2,0
0,0,3.736619204,0.221212121,26,1,620.2787879,2,166,0
3,0,0,0,9,0,0,2,3,0
1,0,0,0,2,0,0,2,2,0
2,0,2.756138189,0.192234848,414,1,457.5189394,2,166,0
4,0,0,0,8,0,0,2,2,0
3,0,0,0,113,3,0,2,35,0
1,0,2.147168218,0.179924242,285,4,356.4299242,2,166,0
2,0,0,0,9,0,0,2,4,0
6,0,0,0,43,3,0,2,7,0
4,0,0.740683187,0.10094697,751,48,122.9534091,2,166,0
4,0,0,0,79,3,0,2,16,0
2,0,0,0,23,0,0,2,9,0
3,0,0,0,623,0,0,2,157,0
0,1,0.757344276,0.235037879,0,12,6.816098485,2,9,0
0,1,0.945884146,0.235037879,0,251,155.125,2,164,0
0,0,0.80890592,0.203409091,10,7,139.1318182,2,172,0
3,1,0,0,3,1,0,2,1,0
1,0,0,0,1,0,0,2,1,0
0,0,0,0,0,0,0,2,1,0
0,0,0.822643098,0.25530303,0,0,7.403787879,2,9,0
0,0,1.01809867,0.25530303,2,2,166.9681818,2,164,0
0,0,0,0,0,0,0,2,1,0
0,0,0.421315029,0.10625,0,3,72.8875,2,173,0
0,0,4.162081801,1.049621212,0,0,720.0401515,2,173,0
0,0,1.072101068,0.264962121,7,21,185.4734848,2,173,0
0,0,0.697502722,0.15719697,1,72,116.4829545,2,167,0
0,0,0,0,0,0,0,2,1,0
0,1,0,0,2,27,0,2,15,0
0,0,1.997517078,0.435227273,4,2,345.5704545,2,173,0
0,0,0,0,0,0,0,2,1,0
0,0,1.367070634,0.303598485,15,0,236.5032197,2,173,0
0,1,0,0,0,1,0,2,1,0
0,0,0.54234104,0.1125,18,72,93.825,2,173,0
0,0,0.920047128,0.186174242,0,15,158.2481061,2,172,0
0,1,0,0,1,9,0,2,6,0
0,2,0,0,0,2,0,2,1,0
0,1,0,0,0,2,0,2,2,0
0,0,0.860321422,0.168939394,6,26,148.8356061,2,173,0
0,0,0,0,3,2,0,2,4,0
0,0,0.898843931,0.176704545,19,19,155.5,2,173,0
0,0,0,0,0,0,0,2,1,0
0,0,0.498965449,0.097537879,2,7,86.32102273,2,173,0
0,0,1.012463873,0.197916667,0,0,175.15625,2,173,0
0,0,0,0,12,8,0,2,18,0
0,0,0.234153311,0.046401515,11,3,40.50852273,2,173,0
0,0,0,0,1,0,0,2,2,0
0,0,0.518292683,0.103030303,14,2,85,2,164,0
0,0,0.400673401,0.103030303,0,0,3.606060606,2,9,0
1,0,0,0,1,0,0,2,1,0
0,0,0.526624628,0.106060606,6,6,91.10606061,2,173,0
0,0,0,0,1,4,0,2,5,0
0,0,0.680393896,0.139962121,23,2,117.7081439,2,173,0
1,0,0,0,1,0,0,2,1,0
0,2,0,0,0,4,0,2,2,0
0,0,0.683345376,0.135416667,7,36,118.21875,2,173,0
0,0,0,0,1,1,0,2,4,0
0,1,0,0,0,1,0,2,1,0
0,0,1.252128219,0.243939394,9,23,216.6181818,2,173,0
1,2,0,0,2,5,0,2,2,0
0,0,0.738799483,0.141856061,3,13,127.8123106,2,173,0
0,1,0,0,1,10,0,2,7,0
0,0,0.965142757,0.175757576,43,83,166.969697,2,173,0
0,1,0,0,3,11,0,2,9,0
2,4,0,0,2,4,0,2,1,0
0,0,1.299640918,0.228030303,16,42,224.8378788,2,173,0
0,0,0.714211475,0.123295455,1,6,117.1306818,2,164,0
0,0,0.561679293,0.123295455,0,0,5.055113636,2,9,0
0,0,0.896483622,0.154166667,6,21,155.0916667,2,173,0
0,0,1.490758014,0.257386364,7,3,257.9011364,2,173,0
0,0,0,0,0,0,0,2,1,0
0,1,0,0,0,1,0,2,1,0
0,1,0,0,1,3,0,2,3,0
0,0,0.383933263,0.066287879,12,9,66.42045455,2,173,0
