ROUTE_NUMBER,ROUTE_NAME,DIRECTION_NAME,SORT_ORDER,STOP_ID,STOP,LAT,LON
20,Route #20,NORTH,140,3236,Westover Hills/Reedy,37.516941,-77.488183
20,Route #20,NORTH,150,2902,FOREST HILL/PRINCE ARTHUR,37.522757,-77.491338
20,Route #20,NORTH,160,2902,FOREST HILL/PRINCE ARTHUR,37.522757,-77.491338
20,Route #20,NORTH,170,2903,FOREST HILL/DORCHESTER,37.524628,-77.494835
20,Route #20,NORTH,180,1871,FOREST HILL/LEICESTER,37.526167,-77.497779
20,Route #20,NORTH,190,2904,FOREST HILL/LANGDON,37.52832,-77.500875
20,Route #20,NORTH,200,1722,FOREST HILL/PINEWAY,37.530817,-77.505007
20,Route #20,NORTH,210,1723,FOREST HILL/FAIRLEE,37.53268,-77.506922
20,Route #20,NORTH,220,3491,Freeman/French,37.548242,-77.48851
20,Route #20,NORTH,230,3492,Freeman/Maplewood,37.550982,-77.487558
20,Route #20,NORTH,240,970,MCCLOY/MAPLEWOOD,37.550195,-77.484447
20,Route #20,NORTH,250,970,MCCLOY/MAPLEWOOD,37.550195,-77.484447
20,Route #20,NORTH,260,971,MCCLOY/IDLEWOOD,37.55124,-77.483398
20,Route #20,NORTH,270,3533,Sheppard/Grayland,37.550821,-77.479694
20,Route #20,NORTH,280,332,CARY/SHEPPARD,37.552382,-77.478512
20,Route #20,NORTH,290,333,CARY/BOULEVARD,37.551618,-77.476405
20,Route #20,NORTH,300,950,ROBINSON/CARY,37.551125,-77.473623
20,Route #20,NORTH,310,951,ROBINSON/MAIN,37.552078,-77.473052
20,Route #20,NORTH,320,952,ROBINSON/GROVE,37.553926,-77.472038
20,Route #20,NORTH,330,953,ROBINSON/HANOVER,37.555051,-77.47141
20,Route #20,NORTH,340,955,ROBINSON/KENSINGTON,37.55765,-77.469825
20,Route #20,NORTH,350,958,ROBINSON/BROAD,37.560413,-77.46725
20,Route #20,NORTH,360,958,ROBINSON/BROAD,37.560413,-77.46725
20,Route #20,NORTH,370,3110,BROAD/BOULEVARD,37.56292,-77.47063
20,Route #20,NORTH,380,3518,Marshall/Sheppard,37.564111,-77.470831
20,Route #20,NORTH,390,905,BOULEVARD/CLAY,37.564603,-77.468924
20,Route #20,NORTH,400,907,BOULEVARD/LEIGH,37.566472,-77.467948
20,Route #20,NORTH,410,908,BOULEVARD/THE DIAMOND,37.572233,-77.46477
20,Route #20,NORTH,420,908,BOULEVARD/THE DIAMOND,37.572233,-77.46477
20,Route #20,NORTH,430,3497,Hermitage/Sherwood,37.571302,-77.460964
20,Route #20,NORTH,440,3536,Sherwood/Hardy,37.570098,-77.457056
20,Route #20,NORTH,450,3534,Sherwood at driveway,37.570054,-77.450914
20,Route #20,NORTH,460,764,BROOK/BROOKLAND PARK BOULEVARD,37.57207,-77.44913
20,Route #20,NORTH,470,3598,Brookland Park Boulevard/Seminary,37.572186,-77.447242
20,Route #20,NORTH,480,3589,Brookland Park Boulevard/Chamberlayne,37.572031,-77.444663
20,Route #20,NORTH,490,3589,Brookland Park Boulevard/Chamberlayne,37.572031,-77.444663
20,Route #20,NORTH,500,3594,Brookland Park Boulevard/Montrose,37.571827,-77.439932
20,Route #20,NORTH,510,2981,BROOKLAND PARK BOULEVARD/HANES,37.571542,-77.435242
20,Route #20,NORTH,520,3597,Brookland Park Boulevard/North,37.571408,-77.432422
20,Route #20,NORTH,530,3597,Brookland Park Boulevard/North,37.571408,-77.432422
20,Route #20,NORTH,540,3592,Brookland Park Boulevard/Lamb,37.571352,-77.430549
20,Route #20,NORTH,550,3469,Brookland Park/Richmond Henrico Turnpike,37.571152,-77.427417
20,Route #20,NORTH,560,3588,Brookland Park Blvd. at Alpine,37.570435,-77.423268
20,Route #20,NORTH,570,3600,Brookland Park Boulevard/Woodcliff,37.570061,-77.420213
20,Route #20,NORTH,580,3447,3rd/Dill,37.569408,-77.417007
20,Route #20,NORTH,590,3447,3rd/Dill,37.569408,-77.417007
20,Route #20,SOUTH,10,3447,3rd/Dill,37.569408,-77.417007
20,Route #20,SOUTH,20,3447,3rd/Dill,37.569408,-77.417007
20,Route #20,SOUTH,30,3601,Brookland Park Boulevard/Woodcliff,37.570252,-77.420638
20,Route #20,SOUTH,40,3596,Brookland Park Boulevard/Napoleon,37.570716,-77.42388
20,Route #20,SOUTH,50,3468,Brookland Park/Richmond Henrico Turnpike,37.571276,-77.427239
20,Route #20,SOUTH,60,3593,Brookland Park Blvd./Lamb,37.571443,-77.430238
20,Route #20,SOUTH,70,797,BROOKLAND PARK BOULEVARD/NORTH,37.571582,-77.433172
20,Route #20,SOUTH,80,797,BROOKLAND PARK BOULEVARD/NORTH,37.571582,-77.433172
20,Route #20,SOUTH,90,3591,Brookland Park/Hanes,37.571712,-77.435417
20,Route #20,SOUTH,100,3595,Brookland Park Boulevard/Montrose,37.57189,-77.439645
20,Route #20,SOUTH,110,3590,Brookland Park Boulevard/Chamberlayne,37.572261,-77.444926
20,Route #20,SOUTH,120,3590,Brookland Park Boulevard/Chamberlayne,37.572261,-77.444926
20,Route #20,SOUTH,130,3599,Brookland Park Boulevard/Seminary,37.572417,-77.447053
20,Route #20,SOUTH,140,804,BROOK/BROOKLAND PARK BOULEVARD,37.571832,-77.4494
20,Route #20,SOUTH,150,805,BROOK/SHERWOOD,37.570242,-77.449297
20,Route #20,SOUTH,160,3537,Sherwood at Pfizer entrance,37.570188,-77.451015
20,Route #20,SOUTH,170,3535,Sherwood at first entrance to PET Dairy,37.570231,-77.456434
20,Route #20,SOUTH,180,3498,Hermitage/Sherwood,37.570402,-77.460637
20,Route #20,SOUTH,190,901,BOULEVARD/GREYHOUND BUS STATION,37.57143,-77.465477
20,Route #20,SOUTH,200,901,BOULEVARD/GREYHOUND BUS STATION,37.57143,-77.465477
20,Route #20,SOUTH,210,902,BOULEVARD/MOORE,37.566682,-77.468052
20,Route #20,SOUTH,220,3475,Clay at Altamont  before apartment entrance,37.565494,-77.470436
20,Route #20,SOUTH,230,52,BROAD/SHEPPARD,37.56307,-77.471335
20,Route #20,SOUTH,240,53,BROAD/BOULEVARD,37.562053,-77.46957
20,Route #20,SOUTH,250,1010,ROBINSON/BROAD,37.560062,-77.46771
20,Route #20,SOUTH,260,1010,ROBINSON/BROAD,37.560062,-77.46771
20,Route #20,SOUTH,270,1013,ROBINSON/KENSINGTON,37.557237,-77.470333
20,Route #20,SOUTH,280,539,ROBINSON/HANOVER,37.554955,-77.47162
20,Route #20,SOUTH,290,1015,ROBINSON/GROVE,37.553755,-77.472225
20,Route #20,SOUTH,300,422,MAIN/ROBINSON,37.552209,-77.473115
20,Route #20,SOUTH,310,423,MAIN/BOULEVARD,37.552683,-77.475383
20,Route #20,SOUTH,320,425,ELLWOOD/SHEPPARD,37.553585,-77.478065
20,Route #20,SOUTH,320,3532,Sheppard/Grayland,37.55105,-77.479761
20,Route #20,SOUTH,330,3532,Sheppard/Grayland,37.55105,-77.479761
20,Route #20,SOUTH,330,3502,Idlewood at McCloy,37.551356,-77.483234
20,Route #20,SOUTH,330,3699,Belmont/Ellwood,37.553816,-77.479787
20,Route #20,SOUTH,340,3502,Idlewood at McCloy,37.551356,-77.483234
20,Route #20,SOUTH,340,3491,Freeman/French,37.548242,-77.48851
20,Route #20,SOUTH,340,3532,Sheppard/Grayland,37.55105,-77.479761
20,Route #20,SOUTH,350,3491,Freeman/French,37.548242,-77.48851
20,Route #20,SOUTH,350,3492,Freeman/Maplewood,37.550982,-77.487558
20,Route #20,SOUTH,350,3502,Idlewood at McCloy,37.551356,-77.483234
20,Route #20,SOUTH,360,3492,Freeman/Maplewood,37.550982,-77.487558
20,Route #20,SOUTH,360,3517,Maplewood/McCloy,37.550056,-77.484848
20,Route #20,SOUTH,360,3491,Freeman/French,37.548242,-77.48851
20,Route #20,SOUTH,370,3517,Maplewood/McCloy,37.550056,-77.484848
20,Route #20,SOUTH,370,3492,Freeman/Maplewood,37.550982,-77.487558
20,Route #20,SOUTH,380,1724,FOREST HILL/WILLOW OAKS,37.530899,-77.505614
20,Route #20,SOUTH,390,1724,FOREST HILL/WILLOW OAKS,37.530899,-77.505614
20,Route #20,SOUTH,390,1725,FOREST HILL/BLILEY,37.529557,-77.503043
20,Route #20,SOUTH,390,3517,Maplewood/McCloy,37.550056,-77.484848
20,Route #20,SOUTH,400,1725,FOREST HILL/BLILEY,37.529557,-77.503043
20,Route #20,SOUTH,400,2898,FOREST HILL/LANGDON,37.528205,-77.500933
20,Route #20,SOUTH,400,1724,FOREST HILL/WILLOW OAKS,37.530899,-77.505614
20,Route #20,SOUTH,410,2898,FOREST HILL/LANGDON,37.528205,-77.500933
20,Route #20,SOUTH,410,1878,FOREST HILL/LEICESTER,37.526417,-77.4983
20,Route #20,SOUTH,410,1725,FOREST HILL/BLILEY,37.529557,-77.503043
20,Route #20,SOUTH,420,1878,FOREST HILL/LEICESTER,37.526417,-77.4983
20,Route #20,SOUTH,420,2901,FOREST HILL/DORCHESTER,37.524307,-77.494485
20,Route #20,SOUTH,420,2898,FOREST HILL/LANGDON,37.528205,-77.500933
20,Route #20,SOUTH,430,2901,FOREST HILL/DORCHESTER,37.524307,-77.494485
20,Route #20,SOUTH,430,1879,FOREST HILL/JAHNKE,37.522428,-77.491068
20,Route #20,SOUTH,430,1878,FOREST HILL/LEICESTER,37.526417,-77.4983
20,Route #20,SOUTH,440,1879,FOREST HILL/JAHNKE,37.522428,-77.491068
20,Route #20,SOUTH,440,2901,FOREST HILL/DORCHESTER,37.524307,-77.494485
20,Route #20,SOUTH,450,1911,Forest Hill at Dialysis Center,37.521388,-77.489203
20,Route #20,SOUTH,460,1911,Forest Hill at Dialysis Center,37.521388,-77.489203
20,Route #20,SOUTH,460,3548,Westover Hills at Reedy,37.517334,-77.488422
20,Route #20,SOUTH,460,1879,FOREST HILL/JAHNKE,37.522428,-77.491068
20,Route #20,SOUTH,470,3548,Westover Hills at Reedy,37.517334,-77.488422
20,Route #20,SOUTH,470,3433,Westover Hills and Chateau de Ville,37.513755,-77.489391
20,Route #20,SOUTH,470,1911,Forest Hill at Dialysis Center,37.521388,-77.489203
20,Route #20,SOUTH,480,3433,Westover Hills and Chateau de Ville,37.513755,-77.489391
20,Route #20,SOUTH,480,3429,WESTOVER HILLS/CRUTCHFIELD,37.511572,-77.488207
20,Route #20,SOUTH,480,3548,Westover Hills at Reedy,37.517334,-77.488422
20,Route #20,SOUTH,490,3429,WESTOVER HILLS/CRUTCHFIELD,37.511572,-77.488207
20,Route #20,SOUTH,490,1501,BELT BOULEVARD/BRANDON,37.507288,-77.485258
20,Route #20,SOUTH,490,3433,Westover Hills and Chateau de Ville,37.513755,-77.489391
20,Route #20,SOUTH,500,1501,BELT BOULEVARD/BRANDON,37.507288,-77.485258
20,Route #20,SOUTH,500,2929,BELT BOULEVARD/BERKELEY,37.505961,-77.481283
20,Route #20,SOUTH,500,3429,WESTOVER HILLS/CRUTCHFIELD,37.511572,-77.488207
20,Route #20,SOUTH,510,2929,BELT BOULEVARD/BERKELEY,37.505961,-77.481283
20,Route #20,SOUTH,510,2732,BELT BOULEVARD/LORDLEY LN,37.50525,-77.479138
20,Route #20,SOUTH,510,1501,BELT BOULEVARD/BRANDON,37.507288,-77.485258
20,Route #20,SOUTH,520,2732,BELT BOULEVARD/LORDLEY LN,37.50525,-77.479138
20,Route #20,SOUTH,520,3386,Belt at Southside Plaza,37.503839,-77.475478
20,Route #20,SOUTH,520,2929,BELT BOULEVARD/BERKELEY,37.505961,-77.481283
20,Route #20,SOUTH,530,3386,Belt at Southside Plaza,37.503839,-77.475478
20,Route #20,SOUTH,530,2732,BELT BOULEVARD/LORDLEY LN,37.50525,-77.479138
20,Route #20,SOUTH,540,1409,BELT BOULEVARD/STOCKTON,37.500485,-77.472097
20,Route #20,SOUTH,550,1409,BELT BOULEVARD/STOCKTON,37.500485,-77.472097
20,Route #20,SOUTH,550,1562,BROAD ROCK/BELT BOULEVARD,37.499607,-77.46965
20,Route #20,SOUTH,550,3386,Belt at Southside Plaza,37.503839,-77.475478
20,Route #20,SOUTH,560,1562,BROAD ROCK/BELT BOULEVARD,37.499607,-77.46965
20,Route #20,SOUTH,560,3474,Chapel Dr at McGuire Park Cir,37.500684,-77.46644
20,Route #20,SOUTH,560,1409,BELT BOULEVARD/STOCKTON,37.500485,-77.472097
20,Route #20,SOUTH,570,3474,Chapel Dr at McGuire Park Cir,37.500684,-77.46644
20,Route #20,SOUTH,570,3527,Prince Hall/E Broad Rock,37.502097,-77.466559
20,Route #20,SOUTH,570,1562,BROAD ROCK/BELT BOULEVARD,37.499607,-77.46965
20,Route #20,SOUTH,580,3527,Prince Hall/E Broad Rock,37.502097,-77.466559
20,Route #20,SOUTH,580,3474,Chapel Dr at McGuire Park Cir,37.500684,-77.46644
20,Route #20,SOUTH,600,3527,Prince Hall/E Broad Rock,37.502097,-77.466559
23,Route #23,WEST,10,3105,BROAD/11TH,37.539237,-77.43153
23,Route #23,WEST,20,3105,BROAD/11TH,37.539237,-77.43153
23,Route #23,WEST,30,3104,14TH/FRANKLIN,37.5364,-77.43127
23,Route #23,WEST,40,3104,14TH/FRANKLIN,37.5364,-77.43127
23,Route #23,WEST,50,309,MAIN/13TH,37.53626,-77.432866
23,Route #23,WEST,60,310,MAIN/11TH,37.537213,-77.434363
23,Route #23,WEST,70,311,MAIN/10TH,37.538202,-77.436136
23,Route #23,WEST,80,311,MAIN/10TH,37.538202,-77.436136
23,Route #23,WEST,90,312,MAIN/8TH,37.538738,-77.437021
23,Route #23,WEST,100,313,7TH/FRANKLIN,37.540019,-77.437346
23,Route #23,WEST,110,296,7TH/MARSHALL,37.542527,-77.434865
23,Route #23,WEST,120,296,7TH/MARSHALL,37.542527,-77.434865
23,Route #23,WEST,130,2619,7TH/CLAY,37.543415,-77.434088
23,Route #23,WEST,140,927,JACKSON/6TH,37.546162,-77.43284
23,Route #23,WEST,150,926,4TH/JACKSON,37.547557,-77.434395
23,Route #23,WEST,160,628,STAPLES MILL RD/NORTHSIDE,37.604441,-77.492696
23,Route #23,WEST,170,629,STAPLES MILL RD/ASPEN,37.607594,-77.495057
23,Route #23,WEST,180,630,STAPLES MILL/TALLEY,37.61156,-77.496058
23,Route #23,WEST,190,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
23,Route #23,WEST,200,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
23,Route #23,WEST,210,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
23,Route #23,WEST,220,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
26,Route #26,EAST,10,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
26,Route #26,EAST,20,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
26,Route #26,EAST,30,921,JACKSON/4TH,37.547223,-77.434992
26,Route #26,EAST,40,2589,Leigh/8th,37.54412,-77.432296
26,Route #26,EAST,50,922,8TH/CLAY,37.542883,-77.433374
26,Route #26,EAST,60,95,BROAD/10TH,37.540049,-77.43282
26,Route #26,EAST,70,3105,BROAD/11TH,37.539237,-77.43153
26,Route #26,EAST,80,3105,BROAD/11TH,37.539237,-77.43153
26,Route #26,WEST,10,3105,BROAD/11TH,37.539237,-77.43153
26,Route #26,WEST,20,3105,BROAD/11TH,37.539237,-77.43153
26,Route #26,WEST,30,3104,14TH/FRANKLIN,37.5364,-77.43127
26,Route #26,WEST,40,3104,14TH/FRANKLIN,37.5364,-77.43127
26,Route #26,WEST,50,309,MAIN/13TH,37.53626,-77.432866
26,Route #26,WEST,60,310,MAIN/11TH,37.537213,-77.434363
26,Route #26,WEST,70,311,MAIN/10TH,37.538202,-77.436136
26,Route #26,WEST,80,311,MAIN/10TH,37.538202,-77.436136
26,Route #26,WEST,90,312,MAIN/8TH,37.538738,-77.437021
26,Route #26,WEST,100,313,7TH/FRANKLIN,37.540019,-77.437346
26,Route #26,WEST,110,296,7TH/MARSHALL,37.542527,-77.434865
26,Route #26,WEST,120,296,7TH/MARSHALL,37.542527,-77.434865
26,Route #26,WEST,130,2619,7TH/CLAY,37.543415,-77.434088
26,Route #26,WEST,140,927,JACKSON/6TH,37.546162,-77.43284
26,Route #26,WEST,150,926,4TH/JACKSON,37.547557,-77.434395
26,Route #26,WEST,160,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
26,Route #26,WEST,170,920,FORDSON/PARHAM (PARKING LOT),37.619793,-77.556633
27,Route #27,EAST,10,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
27,Route #27,EAST,20,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
27,Route #27,EAST,30,646,STAPLES MILL/TALLEY,37.611063,-77.4964
27,Route #27,EAST,40,647,STAPLES MILL/TOWNHOUSE,37.606935,-77.495113
27,Route #27,EAST,50,648,STAPLES MILL/HAMLET APT,37.604524,-77.49333
27,Route #27,EAST,60,921,JACKSON/4TH,37.547223,-77.434992
27,Route #27,EAST,70,2589,Leigh/8th,37.54412,-77.432296
27,Route #27,EAST,80,922,8TH/CLAY,37.542883,-77.433374
27,Route #27,EAST,90,95,BROAD/10TH,37.540049,-77.43282
27,Route #27,EAST,100,3105,BROAD/11TH,37.539237,-77.43153
27,Route #27,EAST,110,3105,BROAD/11TH,37.539237,-77.43153
27,Route #27,WEST,10,3105,BROAD/11TH,37.539237,-77.43153
27,Route #27,WEST,20,3105,BROAD/11TH,37.539237,-77.43153
27,Route #27,WEST,30,3104,14TH/FRANKLIN,37.5364,-77.43127
27,Route #27,WEST,40,3104,14TH/FRANKLIN,37.5364,-77.43127
27,Route #27,WEST,50,309,MAIN/13TH,37.53626,-77.432866
27,Route #27,WEST,60,310,MAIN/11TH,37.537213,-77.434363
27,Route #27,WEST,70,311,MAIN/10TH,37.538202,-77.436136
27,Route #27,WEST,80,311,MAIN/10TH,37.538202,-77.436136
27,Route #27,WEST,90,312,MAIN/8TH,37.538738,-77.437021
27,Route #27,WEST,100,313,7TH/FRANKLIN,37.540019,-77.437346
27,Route #27,WEST,110,2504,7TH/GRACE,37.540937,-77.436398
27,Route #27,WEST,110,296,7TH/MARSHALL,37.542527,-77.434865
27,Route #27,WEST,120,296,7TH/MARSHALL,37.542527,-77.434865
27,Route #27,WEST,130,2619,7TH/CLAY,37.543415,-77.434088
27,Route #27,WEST,140,2619,7TH/CLAY,37.543415,-77.434088
27,Route #27,WEST,140,927,JACKSON/6TH,37.546162,-77.43284
27,Route #27,WEST,150,927,JACKSON/6TH,37.546162,-77.43284
27,Route #27,WEST,150,926,4TH/JACKSON,37.547557,-77.434395
27,Route #27,WEST,160,926,4TH/JACKSON,37.547557,-77.434395
27,Route #27,WEST,160,628,STAPLES MILL RD/NORTHSIDE,37.604441,-77.492696
27,Route #27,WEST,170,628,STAPLES MILL RD/NORTHSIDE,37.604441,-77.492696
27,Route #27,WEST,170,629,STAPLES MILL RD/ASPEN,37.607594,-77.495057
27,Route #27,WEST,180,629,STAPLES MILL RD/ASPEN,37.607594,-77.495057
27,Route #27,WEST,180,630,STAPLES MILL/TALLEY,37.61156,-77.496058
27,Route #27,WEST,190,630,STAPLES MILL/TALLEY,37.61156,-77.496058
27,Route #27,WEST,190,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
27,Route #27,WEST,200,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
28,Route #28,EAST,10,1149,9TH/CARY,37.537702,-77.436692
28,Route #28,EAST,10,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,EAST,20,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,EAST,30,826,9TH/MAIN,37.538421,-77.436012
28,Route #28,EAST,30,3104,14TH/FRANKLIN,37.5364,-77.43127
28,Route #28,EAST,40,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,EAST,40,95,BROAD/10TH,37.540049,-77.43282
28,Route #28,EAST,40,309,MAIN/13TH,37.53626,-77.432866
28,Route #28,EAST,50,3104,14TH/FRANKLIN,37.5364,-77.43127
28,Route #28,EAST,50,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,EAST,50,310,MAIN/11TH,37.537213,-77.434363
28,Route #28,EAST,60,309,MAIN/13TH,37.53626,-77.432866
28,Route #28,EAST,60,3104,14TH/FRANKLIN,37.5364,-77.43127
28,Route #28,EAST,60,311,MAIN/10TH,37.538202,-77.436136
28,Route #28,EAST,70,310,MAIN/11TH,37.537213,-77.434363
28,Route #28,EAST,70,309,MAIN/13TH,37.53626,-77.432866
28,Route #28,EAST,70,311,MAIN/10TH,37.538202,-77.436136
28,Route #28,EAST,80,311,MAIN/10TH,37.538202,-77.436136
28,Route #28,EAST,80,310,MAIN/11TH,37.537213,-77.434363
28,Route #28,EAST,80,312,MAIN/8TH,37.538738,-77.437021
28,Route #28,EAST,90,311,MAIN/10TH,37.538202,-77.436136
28,Route #28,EAST,90,313,7TH/FRANKLIN,37.540019,-77.437346
28,Route #28,EAST,100,312,MAIN/8TH,37.538738,-77.437021
28,Route #28,EAST,100,296,7TH/MARSHALL,37.542527,-77.434865
28,Route #28,EAST,110,313,7TH/FRANKLIN,37.540019,-77.437346
28,Route #28,EAST,110,312,MAIN/8TH,37.538738,-77.437021
28,Route #28,EAST,110,296,7TH/MARSHALL,37.542527,-77.434865
28,Route #28,EAST,120,296,7TH/MARSHALL,37.542527,-77.434865
28,Route #28,EAST,120,313,7TH/FRANKLIN,37.540019,-77.437346
28,Route #28,EAST,120,2619,7TH/CLAY,37.543415,-77.434088
28,Route #28,EAST,130,296,7TH/MARSHALL,37.542527,-77.434865
28,Route #28,EAST,130,1763,LABURNUM/GAY,37.529359,-77.358728
28,Route #28,EAST,140,2619,7TH/CLAY,37.543415,-77.434088
28,Route #28,EAST,140,2592,LABURNUM/BEST BUY STATION,37.527617,-77.356687
28,Route #28,EAST,150,1763,LABURNUM/GAY,37.529359,-77.358728
28,Route #28,EAST,150,2619,7TH/CLAY,37.543415,-77.434088
28,Route #28,EAST,150,2530,LABURNUM/SHERATON HOTEL,37.525036,-77.354123
28,Route #28,EAST,160,2592,LABURNUM/BEST BUY STATION,37.527617,-77.356687
28,Route #28,EAST,160,1763,LABURNUM/GAY,37.529359,-77.358728
28,Route #28,EAST,160,2475,WHITE OAK VILLAGE/SAMS CLUB,37.527792,-77.352157
28,Route #28,EAST,170,2530,LABURNUM/SHERATON HOTEL,37.525036,-77.354123
28,Route #28,EAST,170,2592,LABURNUM/BEST BUY STATION,37.527617,-77.356687
28,Route #28,EAST,170,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,EAST,180,2475,WHITE OAK VILLAGE/SAMS CLUB,37.527792,-77.352157
28,Route #28,EAST,180,2530,LABURNUM/SHERATON HOTEL,37.525036,-77.354123
28,Route #28,EAST,180,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,EAST,190,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,EAST,190,2475,WHITE OAK VILLAGE/SAMS CLUB,37.527792,-77.352157
28,Route #28,EAST,200,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,WEST,10,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,WEST,20,2476,WHITE OAK VILLAGE/OFFICE MAX,37.529778,-77.354478
28,Route #28,WEST,30,297,MARSHALL/7TH,37.542469,-77.434554
28,Route #28,WEST,40,298,8TH/MARSHALL,37.541891,-77.43432
28,Route #28,WEST,50,3057,BROAD/9TH,37.541063,-77.434492
28,Route #28,WEST,60,95,BROAD/10TH,37.540049,-77.43282
28,Route #28,WEST,70,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,WEST,80,3105,BROAD/11TH,37.539237,-77.43153
28,Route #28,WEST,90,3104,14TH/FRANKLIN,37.5364,-77.43127
28,Route #28,WEST,100,3104,14TH/FRANKLIN,37.5364,-77.43127
28,Route #28,WEST,110,309,MAIN/13TH,37.53626,-77.432866
28,Route #28,WEST,120,310,MAIN/11TH,37.537213,-77.434363
28,Route #28,WEST,130,311,MAIN/10TH,37.538202,-77.436136
28,Route #28,WEST,140,312,MAIN/8TH,37.538738,-77.437021
28,Route #28,WEST,150,313,7TH/FRANKLIN,37.540019,-77.437346
28,Route #28,WEST,160,2504,7TH/GRACE,37.540937,-77.436398
28,Route #28,WEST,160,296,7TH/MARSHALL,37.542527,-77.434865
28,Route #28,WEST,170,296,7TH/MARSHALL,37.542527,-77.434865
29,Route #29,EAST,10,676,GASKINS/MAYLAND (PARKING LOT),37.638783,-77.573585
29,Route #29,EAST,20,676,GASKINS/MAYLAND (PARKING LOT),37.638783,-77.573585
29,Route #29,EAST,30,921,JACKSON/4TH,37.547223,-77.434992
29,Route #29,EAST,40,2589,Leigh/8th,37.54412,-77.432296
29,Route #29,EAST,50,922,8TH/CLAY,37.542883,-77.433374
29,Route #29,EAST,60,95,BROAD/10TH,37.540049,-77.43282
29,Route #29,EAST,70,3105,BROAD/11TH,37.539237,-77.43153
29,Route #29,EAST,80,3105,BROAD/11TH,37.539237,-77.43153
29,Route #29,WEST,10,3105,BROAD/11TH,37.539237,-77.43153
29,Route #29,WEST,20,3105,BROAD/11TH,37.539237,-77.43153
29,Route #29,WEST,30,3104,14TH/FRANKLIN,37.5364,-77.43127
29,Route #29,WEST,40,3104,14TH/FRANKLIN,37.5364,-77.43127
29,Route #29,WEST,50,309,MAIN/13TH,37.53626,-77.432866
29,Route #29,WEST,60,310,MAIN/11TH,37.537213,-77.434363
29,Route #29,WEST,70,311,MAIN/10TH,37.538202,-77.436136
29,Route #29,WEST,80,311,MAIN/10TH,37.538202,-77.436136
29,Route #29,WEST,90,312,MAIN/8TH,37.538738,-77.437021
29,Route #29,WEST,100,313,7TH/FRANKLIN,37.540019,-77.437346
29,Route #29,WEST,110,296,7TH/MARSHALL,37.542527,-77.434865
29,Route #29,WEST,120,296,7TH/MARSHALL,37.542527,-77.434865
29,Route #29,WEST,130,2619,7TH/CLAY,37.543415,-77.434088
29,Route #29,WEST,140,927,JACKSON/6TH,37.546162,-77.43284
29,Route #29,WEST,150,926,4TH/JACKSON,37.547557,-77.434395
29,Route #29,WEST,160,676,GASKINS/MAYLAND (PARKING LOT),37.638783,-77.573585
29,Route #29,WEST,170,676,GASKINS/MAYLAND (PARKING LOT),37.638783,-77.573585
50,50:50:00,EAST,10,822,MARKEL/BYRD,37.584283,-77.499476
50,50:50:00,EAST,10,586,WILLOW LAWN/SHELTER,37.582978,-77.498363
50,50:50:00,EAST,20,586,WILLOW LAWN/SHELTER,37.582978,-77.498363
50,50:50:00,EAST,30,823,BYRD/OLD RICHMOND,37.584543,-77.500908
50,50:50:00,EAST,30,581,BROAD/WILLOW LAWN SHOPPING CENTER,37.582732,-77.495017
50,50:50:00,EAST,40,824,BYRD/FITZHUGH,37.583716,-77.501721
50,50:50:00,EAST,40,582,BROAD/STAPLES MILL,37.581587,-77.493587
50,50:50:00,EAST,50,586,WILLOW LAWN/SHELTER,37.582978,-77.498363
50,50:50:00,EAST,50,659,BROAD/CHANTILLY,37.580186,-77.491893
50,50:50:00,EAST,60,581,BROAD/WILLOW LAWN SHOPPING CENTER,37.582732,-77.495017
50,50:50:00,EAST,60,661,BROAD/WESTMORELAND,37.577932,-77.489168
50,50:50:00,EAST,70,582,BROAD/STAPLES MILL,37.581587,-77.493587
50,50:50:00,EAST,70,662,BROAD/COMMONWEALTH,37.576938,-77.487952
50,50:50:00,EAST,80,659,BROAD/CHANTILLY,37.580186,-77.491893
50,50:50:00,EAST,80,664,BROAD/MALVERN,37.573043,-77.483223
